,designation,d/au,d_error/au,t/yr,z,ra/deg,dec/deg,RUWE
373,Gaia DR3 6049652480861687808,1097676.409284073,88.69598423131114,-10000.0,12375.717105990183,244.56194100000002,-24.53346291,0.9808844000000001
1133,Gaia DR3 6048504861300198912,1099451.2462687332,0.11194378386254346,0.0,9821458.667314274,245.4582095,-26.11752808,0.9898165000000001
608,Gaia DR3 6048491946339883264,1100144.9244753409,82.37901245794319,-10000.0,13354.674833435225,245.52526890000001,-26.189074800000004,1.0631473999999999
864,Gaia DR3 6047767677411681792,1100452.9203422337,3655.92697942693,-10000.0,301.00516956023307,248.8935045,-23.48467187,0.9792525
487,Gaia DR3 6052003339801183616,1102608.8287440247,86.67710345799965,-10000.0,12720.877656904006,245.6008349,-22.39696757,1.031955
714,Gaia DR3 6045589785397793280,1106606.6342935434,0.14543264996540045,0.0,7609066.014796634,247.8553891,-26.30712804,1.1898577
399,Gaia DR3 6050161726542844672,1107501.474439304,64.2880507395157,-10000.0,17227.17459464921,244.6931632,-23.46180721,1.1077293
411,Gaia DR3 6050161722246120448,1107871.1472191457,65.07712394226932,-10000.0,17023.97217495277,244.6937897,-23.45952462,1.1936972
640,Gaia DR3 6045683450044083328,1112488.2068155156,0.15804382697892966,0.0,7039112.04936737,247.887771,-26.30315819,1.0715854999999999
1428,Gaia DR3 6045489351894319744,1112544.2195098638,0.0031549346738857713,0.0,352636214.2198019,246.06145580000003,-26.46421119,1.0860508999999998
1068,Gaia DR3 6051224743830238208,1113122.3856820972,0.009595229367394193,0.0,116007897.57716769,248.49546150000003,-22.82448351,1.0181544
462,Gaia DR3 6047641371014685952,1118615.7661217232,0.005068450478135402,0.0,220701725.49722597,249.07026159999998,-24.34302002,1.1744311
1364,Gaia DR3 6050150143013666688,1118973.134603404,292.17414109358623,-10000.0,3829.815774986692,244.6041787,-23.63640684,0.9696778
415,Gaia DR3 6047685518979091840,1119698.075905044,56.85686500327807,-10000.0,19693.278478165972,249.0729352,-23.98614633,0.81999886
1219,Gaia DR3 6050490824114867712,1120325.1351288767,0.03996960542773982,0.0,28029426.939284854,245.14716239999998,-22.7407065,1.0629153
386,Gaia DR3 6048883406837060992,1122130.75603279,117.91594671584139,-10000.0,9516.361334374444,244.5641809,-24.93288914,0.98626864
946,Gaia DR3 6048505999466587776,1122604.2093961835,217.31051164859045,-10000.0,5165.899251167058,245.33348700000002,-26.14649368,0.9586889999999999
465,Gaia DR3 6048567327308161664,1124464.6804562923,362.5582671721129,-10000.0,3101.4730107436467,244.92952979999998,-25.88304029,1.0310194
863,Gaia DR3 6051937266024424320,1125783.6062424043,108.22062739671493,-10000.0,10402.671221961311,246.57630809999998,-22.01695492,3.2981743999999997
496,Gaia DR3 6048884884305819904,1127720.7155785817,928.0804121932294,-10000.0,1215.110997670519,244.44706949999997,-24.97194048,1.0167700000000002
1043,Gaia DR3 6048880207082586112,1128112.637008152,792.5276764611907,-10000.0,1423.4362666619056,244.5568829,-25.07498982,1.0103579
553,Gaia DR3 6051937266024742784,1128862.4923246054,56.65597249735876,-10000.0,19924.86303853017,246.57828849999999,-22.01010567,1.7823999
544,Gaia DR3 6050150456548649856,1129721.710705829,78.69922879044452,-10000.0,14354.927336251067,244.58853349999998,-23.60265323,1.0713335
479,Gaia DR3 6045485125639522944,1130921.4734067027,0.10124625665617797,0.0,11170007.768753342,246.1450886,-26.52996195,1.0371513
684,Gaia DR3 6045717328745791872,1131703.3194991979,0.22507550265859252,0.0,5028105.26304069,248.47404709999998,-25.89600859,1.1900518
835,Gaia DR3 6051937674043369984,1131921.7475284957,919.9427085114714,-10000.0,1230.4263483538236,246.4702565,-22.02878547,1.1647761
422,Gaia DR3 6050447840085127680,1132257.8619568648,170.07935584969442,-10000.0,6657.232774079202,244.75746239999998,-23.2104987,1.0775173999999998
966,Gaia DR3 6051935651116700672,1133614.3208181884,474.32967639167566,-10000.0,2389.9291510533935,246.6716225,-22.002762,31.124134
461,Gaia DR3 6051942587486759936,1136365.9924259286,0.044784917637729224,0.0,25373854.689610787,246.2937489,-22.06104296,1.1375648999999999
1064,Gaia DR3 6047242798049432832,1136421.9649941125,0.23469062566583768,0.0,4842212.856904637,248.85462489999998,-25.37039081,0.94046724
660,Gaia DR3 6050487456864139392,1136591.084142635,77.63754008182221,-10000.0,14639.710157544683,245.0285335,-22.79233041,1.0188153
635,Gaia DR3 6051937300384164992,1136740.6567869,57.751063828265124,-10000.0,19683.458302469306,246.59252259999997,-22.00258309,1.0444209999999998
1138,Gaia DR3 6050496459111584384,1136790.9474274297,61.68201892534138,-10000.0,18429.85958036454,245.2092469,-22.59419644,1.0639397
1098,Gaia DR3 6048862138158899968,1136992.3228182949,509.60273161920463,-10000.0,2231.1346707377947,244.6725484,-25.25634914,3.2120478
498,Gaia DR3 6048773107782926208,1139669.3739301455,0.18802106837595348,0.0,6061391.863019011,244.8183238,-25.53928729,1.2342746
666,Gaia DR3 6050497215025829632,1139704.7929798842,254.26381524873108,-10000.0,4482.371161877592,245.20519590000004,-22.58710541,0.93418366
711,Gaia DR3 6045435441449206656,1142543.7961823647,0.058265077973596195,0.0,19609409.888718035,246.3594963,-26.60588982,2.8995936
771,Gaia DR3 6051938674773689088,1142816.3113291853,56.451643402218025,-10000.0,20244.163720560227,246.6609287,-21.98112159,1.1848412
522,Gaia DR3 6045690008455908608,1142955.0888791108,0.07080793465788286,0.0,16141624.443664923,248.2603075,-26.12639389,1.561593
745,Gaia DR3 6048766270190171904,1144187.6377071482,0.1006505699586041,0.0,11367920.103957022,244.9018205,-25.68098406,2.8288243
574,Gaia DR3 6047316430976461312,1144758.0883827675,0.11260111680854944,0.0,10166489.647959244,248.96290640000004,-25.17076014,1.0650207
1326,Gaia DR3 6045609469229432960,1145211.4932005664,0.023437047009260043,0.0,48863301.45380901,246.9653964,-26.64563426,1.0475416
466,Gaia DR3 6052009112237997440,1145334.3439277757,159.36967985956076,-10000.0,7186.651469320033,245.58992290000003,-22.29198423,0.98881423
699,Gaia DR3 6051227771783108608,1145523.7642936185,2350.543203756267,-10000.0,487.34427108722076,248.55315699999997,-22.71421859,0.96066034
429,Gaia DR3 6048843034144405760,1145897.7250315861,61.24632484337736,-10000.0,18709.65691348733,244.5652039,-25.19827092,1.0697001
590,Gaia DR3 6050449283194168576,1147881.0219217865,168.25984160506968,-10000.0,6822.073591487327,244.76974330000002,-23.13144968,1.0287089
1104,Gaia DR3 6050449661151304832,1148070.196746025,73.1705615990428,-10000.0,15690.329165944844,244.7818635,-23.09246844,1.0841545
539,Gaia DR3 6052032786094149760,1148166.2166645844,2102.5712293527595,-10000.0,546.0772033002789,245.8019884,-22.158730399999996,0.8881318000000001
450,Gaia DR3 6045586516927958016,1149536.6654866396,0.27005135264585295,0.0,4256733.596125139,247.8130949,-26.42674381,0.9632299999999999
933,Gaia DR3 6045475230041124864,1149954.0440352717,84.41287153911776,-10000.0,13622.970325116492,245.5743009,-26.486138800000003,1.0321378
421,Gaia DR3 6048843034144405504,1150459.3454298556,58.03871928124311,-10000.0,19822.273125204192,244.5652833,-25.19873911,0.9699690999999999
425,Gaia DR3 6047749913427995904,1150708.408674552,0.012939160474175836,0.0,88932231.03393398,249.0433864,-23.66905275,0.9522879000000001
730,Gaia DR3 6049646055590561024,1152171.024209558,177.51767332277493,-10000.0,6490.458119708458,244.47835780000003,-24.72611907,2.9488556
614,Gaia DR3 6048839769969238528,1152629.633070419,65.38960945920215,-10000.0,17627.10685387358,244.6282057,-25.23413583,1.046351
515,Gaia DR3 6050047033735783424,1153681.2277306102,214.07795910383456,-10000.0,5389.070563640035,244.4409499,-24.24558481,1.009967
719,Gaia DR3 6045436712759559680,1156749.6826558453,0.06682896801890514,0.0,17309105.87050535,246.2535676,-26.61296466,1.4447944
1179,Gaia DR3 6051148881827543680,1159364.017435269,0.016554453650597403,0.0,70033360.32134354,247.4735731,-22.06005483,1.0461004
504,Gaia DR3 6045625691327798784,1160258.7562809605,0.00326995108702728,0.0,354824499.02201885,247.55735819999998,-26.55552461,0.9795255999999999
514,Gaia DR3 6047425282621953792,1163609.414848739,0.1163824056514183,0.0,9998155.720667204,249.1130442,-24.79936862,2.7369928
441,Gaia DR3 6050458629043043840,1164043.8056362178,111.56404610835634,-10000.0,10433.861501452204,244.76879019999998,-23.05223219,0.9258031999999999
861,Gaia DR3 6047316740203416448,1165486.5052567348,428.50253590684764,-10000.0,2719.905735890675,249.05643569999998,-25.13685561,0.9780754999999999
534,Gaia DR3 6052009971230771072,1167801.3189807006,100.7701802037685,-10000.0,11588.758863180323,245.52217940000003,-22.28707057,1.0144541999999999
693,Gaia DR3 6050110354436327168,1170738.9705227884,472.33140523827376,-10000.0,2478.638848780749,244.43913709999998,-23.89346152,1.1960435
639,Gaia DR3 6050506801393369216,1172503.679970401,1432.5570743789215,-10000.0,818.4690864611692,244.86003939999998,-22.54347463,0.9762004999999999
601,Gaia DR3 6045687263977472768,1172574.1096263516,0.008177093195425365,0.0,143397425.17332962,248.25311639999998,-26.20904264,1.0408913
1049,Gaia DR3 6050160901909136256,1173116.659827462,79.57474945296227,-10000.0,14742.32300939769,244.5412623,-23.48203895,1.3171747
625,Gaia DR3 6047453934344046464,1174657.7142895288,0.026143484422155666,0.0,44931184.20335923,249.18357969999997,-24.38592562,1.086908
828,Gaia DR3 6051456057887960960,1175015.1462492698,149.2012343435496,-10000.0,7875.371483480419,248.0019396,-22.25466381,1.0316824
628,Gaia DR3 6045579679337707136,1175796.1491974383,0.05734657407370645,0.0,20503337.26451052,247.73142740000003,-26.52262244,2.1284215
747,Gaia DR3 6050352663615400320,1176245.2423866214,104.86983668229978,-10000.0,11216.239860752557,244.617681,-23.27441849,1.0695492
877,Gaia DR3 6045722444046878976,1176354.9120243501,0.12673061234802396,0.0,9282326.426340291,248.61347220000002,-25.87652549,1.8729467
692,Gaia DR3 6045421491408260736,1176818.8798163617,0.0062362609180955765,0.0,188705843.97801906,246.466621,-26.69408134,0.95527714
656,Gaia DR3 6051250243054392704,1178867.3074181685,90.43859743014988,-10000.0,13035.002099945932,248.4831162,-22.56717935,1.0369121
448,Gaia DR3 6050450004748687360,1179448.5565133693,167.88344023135963,-10000.0,7025.401402830292,244.6249398,-23.19303899,1.0354477
426,Gaia DR3 6049666224757098752,1180376.481545167,122.95534740190566,-10000.0,9600.041856551841,244.3842169,-24.45012047,1.5227950000000001
1016,Gaia DR3 6051155921276999552,1180658.4685292765,0.1301592365999491,0.0,9070877.329728732,248.8842469,-23.13515249,1.1209322
592,Gaia DR3 6045597752558078720,1180877.622048037,0.03928461532498809,0.0,30059543.978706248,247.132222,-26.70057064,1.4001596
895,Gaia DR3 6050446740573520512,1181899.0081910857,86.31437261138107,-10000.0,13692.957180056535,244.6217546,-23.24247941,1.088898
844,Gaia DR3 6051951177419275008,1184097.0625479063,168.2589392014103,-10000.0,7037.350099601612,246.46102280000002,-21.92945314,0.975383
564,Gaia DR3 6045436300443185536,1184243.9051286248,0.10262953416431486,0.0,11539016.665832205,246.16564190000003,-26.64851421,1.1746831
677,Gaia DR3 6051461521086345984,1187279.6486251296,963.3856460631399,-10000.0,1232.4032992155624,248.1269004,-22.22664644,5.5423145
488,Gaia DR3 6049663166738582784,1187879.5902978473,0.29122293292667545,0.0,4078935.6056548385,244.38532450000002,-24.55209752,1.0669253
538,Gaia DR3 6045423136369132160,1188536.2462859657,0.04443772143455885,0.0,26746111.36478413,246.58271820000002,-26.73110757,1.9013951
606,Gaia DR3 6049670897681550336,1188576.0567342665,559.4731958460441,-10000.0,2124.455765815346,244.36537030000002,-24.35086117,9.501656
508,Gaia DR3 6047425759358049024,1190300.3985276746,0.03745197596606717,0.0,31782045.348051313,249.1778764,-24.75031021,1.1094473999999999
472,Gaia DR3 6051228321538690944,1190440.3237260093,2168.0820606301727,-10000.0,549.0753073156268,248.73474080000003,-22.80265222,1.0598135
513,Gaia DR3 6047269942250354432,1190546.6885570432,0.08480012375954371,0.0,14039445.177378705,249.07940010000002,-25.12490616,1.5141521999999998
1420,Gaia DR3 6051951353517249408,1192141.0763935875,61.23311458848238,-10000.0,19468.894966479835,246.45030530000002,-21.90552198,1.0181835
520,Gaia DR3 6048854162402502400,1194129.3612095728,353.1961253160928,-10000.0,3380.924295647035,244.3383014,-25.20095622,1.0549291
698,Gaia DR3 6048570252184918656,1194428.2596679765,159.31071191218192,-10000.0,7497.476129077814,244.9021101,-25.86921441,0.9423603000000002
694,Gaia DR3 6050500788442658816,1194522.9388289514,168.33136000900404,-10000.0,7096.25906168082,244.9641617,-22.69082858,1.0296186999999999
671,Gaia DR3 6045701626340661760,1195158.632726677,0.1213553510634388,0.0,9848421.369585136,248.4721134,-26.08139573,3.8135078
761,Gaia DR3 6045704546925735808,1195605.1422274555,133.40233694996778,-10000.0,8962.400281457321,248.70548119999998,-26.078066399999997,1.0256193
523,Gaia DR3 6050352010777437952,1197535.5159934598,96.19317786931495,-10000.0,12449.27699155957,244.560183,-23.32378936,1.1469994
617,Gaia DR3 6045432039836601984,1199102.7870052585,0.1078926701423298,0.0,11113848.470182698,246.28311459999998,-26.70796406,1.0462023999999999
783,Gaia DR3 6045594149082942720,1200114.7053607723,0.1449220555647925,0.0,8281104.630234966,247.2211909,-26.72597195,1.1714823
1313,Gaia DR3 6048784515212489984,1202270.038842865,458.5991647668665,-10000.0,2621.6141048884183,244.63806929999998,-25.50249889,1.0482922
471,Gaia DR3 6050459969072881664,1203554.6615985972,164.08027153812046,-10000.0,7335.1576659170605,244.719918,-22.99841447,3.7986956
591,Gaia DR3 6045599096887478016,1208602.2613912795,0.13565209845382054,0.0,8909572.908691265,247.3054475,-26.72710719,1.2975018999999999
1306,Gaia DR3 6052134933300735488,1209064.5983390904,0.003535792370665188,0.0,341950112.33412135,246.1653826,-21.93985829,1.7329308
536,Gaia DR3 6048495068777996544,1210762.6368337744,0.07606513158348148,0.0,15917446.162634484,245.3256142,-26.30135427,1.6160139999999998
1106,Gaia DR3 6048479267598773888,1211586.966770113,0.06793589921848978,0.0,17834267.017994534,245.4582645,-26.39502948,1.4540236999999998
476,Gaia DR3 6050474022205913856,1211704.263091118,81.09249649231721,-10000.0,14942.248857832565,244.7602606,-22.88954251,1.0519196000000002
552,Gaia DR3 6045463238483149568,1213256.2529585112,0.13050287981944184,0.0,9296777.623889375,245.8586804,-26.60715064,1.7320194
1282,Gaia DR3 6045590335160287232,1213302.283021139,1202.4239105505674,-10000.0,1009.0470360536914,247.14361549999998,-26.89379044,1.1346846000000002
894,Gaia DR3 6050120353120882688,1213354.3253574613,0.04650454821779273,0.0,26091089.40646003,244.35704469999996,-23.90756421,1.0042729
891,Gaia DR3 6050502162832208512,1213547.077714967,142.12240512450413,-10000.0,8538.745714666578,244.97896830000002,-22.62574377,1.1494101
519,Gaia DR3 6050353655745709440,1217746.2916757632,268.2999125201845,-10000.0,4538.750237513219,244.46377760000001,-23.32466909,1.051735
657,Gaia DR3 6045462963605218688,1217987.5733944299,0.07798856010285789,0.0,15617515.848325001,245.8936659,-26.63147059,1.0873811000000002
1266,Gaia DR3 6047216508550412032,1218945.7092717278,0.13202893410941105,0.0,9232413.466745099,248.86584080000003,-25.68489032,1.131332
678,Gaia DR3 6047446138981988096,1219295.527592666,90.83735348371071,-10000.0,13422.842925639776,249.28163650000002,-24.56747292,0.9851806000000001
562,Gaia DR3 6052023405888571264,1219592.3005164247,140.25530824391146,-10000.0,8695.516168240054,245.46184390000002,-22.17302188,1.057864
827,Gaia DR3 6045676333279821952,1221063.9582835538,0.015871439100511066,0.0,76934671.80579959,248.42456,-26.19603877,1.0316266
507,Gaia DR3 6045476673142665344,1221376.722719308,0.03954746868703893,0.0,30883815.406359885,245.7019582,-26.55509083,1.5286218999999999
772,Gaia DR3 6048855674228736128,1221627.6598793094,206.33383322466292,-10000.0,5920.636673042185,244.436544,-25.15442267,1.1203313
537,Gaia DR3 6047214038943811072,1221912.2034831115,0.01763898973746123,0.0,69273366.65364943,248.7949081,-25.79718396,1.0108834999999998
541,Gaia DR3 6047214038952982656,1221973.1554781098,0.011340008772567002,0.0,107757690.49087742,248.7949115,-25.7973884,0.920367
502,Gaia DR3 6050451035540870912,1222688.7187930536,136.84838671799017,-10000.0,8934.622819578466,244.58263990000003,-23.15661025,1.0053749
576,Gaia DR3 6052021309941556480,1223937.2323581956,3433.3144944358905,-10000.0,356.48852860457055,245.3137355,-22.25781831,0.9548575999999999
1084,Gaia DR3 6045581264179566720,1225894.4939196208,0.08927488297286114,0.0,13731684.132168317,247.87429780000002,-26.56983459,1.4337597
572,Gaia DR3 6051965303570960768,1226219.58182987,96.01214639661085,-10000.0,12771.504729876078,246.789183,-21.81280189,0.9869478000000002
1129,Gaia DR3 6050514120021417728,1226611.8142817046,64.70403250100811,-10000.0,18957.270001102228,245.095439,-22.45124988,1.0679463
483,Gaia DR3 6047264857003833984,1226773.8701372133,0.4571171323273629,0.0,2683718.8619276322,249.099798,-25.27776073,0.90088564
477,Gaia DR3 6050451791455139328,1228272.7337814514,137.7222462608942,-10000.0,8918.477349364985,244.58339180000002,-23.10762526,1.056134
527,Gaia DR3 6045220280775903616,1228287.1264190709,0.0737784719864642,0.0,16648313.435447933,246.93340240000003,-26.81722313,1.1575122
726,Gaia DR3 6052043815573779072,1230126.4364852265,56.27731830138429,-10000.0,21858.29875363781,245.82250750000003,-21.98535839,1.143343
1152,Gaia DR3 6047277982427118464,1230252.4288889535,0.004870596987265902,0.0,252587605.19612458,249.1937451,-25.03434747,1.1683265
557,Gaia DR3 6052023234089878528,1230713.4585037106,61.62251467229412,-10000.0,19971.81492914711,245.42189109999998,-22.2016706,1.2814392
1018,Gaia DR3 6051163686574526208,1230786.2441137726,0.02011833559364814,0.0,61177339.367097676,248.91589359999998,-22.98901626,1.0497237
526,Gaia DR3 6045674202975275904,1230949.9060972645,0.0039208783883092355,0.0,313947484.25953496,248.3621884,-26.27441059,0.9768002
525,Gaia DR3 6052016087259040640,1236540.6312618076,3658.8307259484563,-10000.0,337.96060104455006,245.1646528,-22.36615617,1.0189831
1093,Gaia DR3 6051254125703431040,1237566.3694161258,2663.717505730281,-10000.0,464.6012074305291,248.5431406,-22.41132542,0.97468203
602,Gaia DR3 6051234506294105600,1239297.3015644613,0.0031583331845636293,0.0,392389665.4164081,248.6641377,-22.62764192,1.041567
1044,Gaia DR3 6048402542295387136,1239648.3575510494,434.5261461394433,-10000.0,2852.8740297096765,245.0329176,-26.41872872,1.0121248
870,Gaia DR3 6047213008160828672,1243178.4033345429,0.005063807740109842,0.0,245502686.3455871,248.8284096,-25.82470702,1.4829632
910,Gaia DR3 6051460352853250560,1243804.8315092626,3527.8921686051335,-10000.0,352.56316578435593,248.27669900000004,-22.19485745,1.1247121
1240,Gaia DR3 6047213351758471168,1249169.6015404488,3820.632886205834,-10000.0,326.9535804003836,248.86516,-25.80544884,1.8589005
1075,Gaia DR3 6045573120928663680,1250401.2192361013,0.0037768056539266605,0.0,331073752.21599954,247.74742039999998,-26.6804531,1.1459781
791,Gaia DR3 6045706230549198336,1251060.3704562634,0.27401241603154053,0.0,4565706.870422465,248.717975,-25.98827768,1.1233581
1277,Gaia DR3 6045563427181229568,1254417.400934099,0.003928577608899519,0.0,319305745.18686646,247.8661577,-26.63789113,1.1765084
965,Gaia DR3 6045224777599682048,1254998.1242082613,0.04819161832127861,0.0,26041833.99365377,246.7227412,-26.87460384,2.2172825
556,Gaia DR3 6051921597984230656,1255327.4672345906,60.14265942032335,-10000.0,20872.496815636183,247.21997149999999,-21.79481272,1.0736899
1276,Gaia DR3 6051527904102575872,1257540.9246245495,2715.1635435445987,-10000.0,463.1547619348379,247.89193019999996,-21.96227447,1.7677028000000001
551,Gaia DR3 6048829801347712384,1258624.8232372305,0.018294480509259154,0.0,68798063.03328584,244.4925846,-25.44998575,0.9895896999999999
548,Gaia DR3 6047261352307736832,1261264.5998432552,2383.123290827441,-10000.0,529.2485725341273,249.1197068,-25.41064299,1.1056148000000001
811,Gaia DR3 6048481054302986496,1261629.1724354147,78.09918624215639,-10000.0,16154.191011972573,245.26504680000002,-26.40916578,1.085222
991,Gaia DR3 6050366407507853440,1263451.8104688092,564.3078534395406,-10000.0,2238.9406824092234,244.3494879,-23.2780973,2.1635107999999996
605,Gaia DR3 6047209911480370944,1263982.8361625061,0.00897619536449749,0.0,140814987.2898034,248.8576508,-25.85638969,1.0719097
940,Gaia DR3 6051252643939140736,1264961.0290227968,0.02182401006802813,0.0,57961897.244354144,248.57703250000003,-22.46289829,1.0157833
913,Gaia DR3 6047222658944247168,1265143.3632753827,0.10105619229151588,0.0,12519206.736246653,249.04150330000002,-25.57675503,1.3192712
1325,Gaia DR3 6048477068573326592,1266856.8842508367,0.005878015431072359,0.0,215524593.13971502,245.36655019999998,-26.46952661,0.97969973
871,Gaia DR3 6050345001390939264,1269314.2108094841,97.37836380222669,-10000.0,13034.868950842441,244.31628250000003,-23.4690863,1.2389016000000002
734,Gaia DR3 6045395068754604288,1270547.93563237,0.07782709750117418,0.0,16325264.290027019,246.311209,-26.86200292,2.3516855
739,Gaia DR3 6050345001390940160,1270834.5237248554,72.6071675984424,-10000.0,17502.87975359774,244.318673,-23.46595845,1.0924876000000001
883,Gaia DR3 6052284230656923392,1271372.1542239639,1659.1290721467753,-10000.0,766.288877440327,247.66446780000004,-21.81152265,1.086961
912,Gaia DR3 6045395068768704256,1271397.6843814366,0.002370886958287297,0.0,536254029.2936954,246.29709959999997,-26.86105173,1.0797838
1431,Gaia DR3 6045570264766209408,1271710.0524754806,0.12834139003152542,0.0,9908806.91071759,248.0565811,-26.580227899999997,2.3409002
607,Gaia DR3 6051984781244078720,1274042.3970643876,1856.0143384684313,-10000.0,686.439953969169,246.7948291,-21.67457149,1.6204072
540,Gaia DR3 6050346856816823552,1275268.9946299295,77.30311421244141,-10000.0,16496.993783785798,244.3400485,-23.41688879,1.0959796
578,Gaia DR3 6050506079842427904,1278449.0734642015,101.45119035580484,-10000.0,12601.617279999231,244.835265,-22.57451003,1.0944245000000001
554,Gaia DR3 6048830351103530240,1281316.8272872386,171.1305760091514,-10000.0,7487.36349265089,244.41577,-25.44740757,1.0279877
724,Gaia DR3 6045698426589461376,1281685.0174828463,0.004056609754585692,0.0,315949794.29164904,248.6928321,-26.10911979,0.98228645
1278,Gaia DR3 6047249322101799552,1282413.578395196,1345.9953285591278,-10000.0,952.7622802138584,249.1545849,-25.438043,2.7461233
868,Gaia DR3 6048127213415661184,1282664.919182564,279.9575145336577,-10000.0,4581.641329825267,249.3755452,-23.43611241,1.0487509
505,Gaia DR3 6050119498424114432,1296091.1180820828,87.18949364033568,-10000.0,14865.221300958261,244.18314359999997,-23.85725248,1.1404214
971,Gaia DR3 6048125740247026432,1296427.5893818128,0.010514616901882242,0.0,123297653.30296883,249.3111679,-23.529494600000003,1.0334554
571,Gaia DR3 6045565012033283712,1297984.9951161274,0.07722021443847586,0.0,16808875.817746907,247.9621636,-26.69030214,1.3782421
1307,Gaia DR3 6050521399988051200,1298017.7357811234,62.41367262933358,-10000.0,20797.009390712774,244.2414781,-22.82781803,1.109501
709,Gaia DR3 6047212247942690688,1298074.7988821734,0.004991027834264495,0.0,260081658.92616484,249.0041497,-25.76778375,1.1227478000000002
1360,Gaia DR3 6044920659557125248,1298351.8979495955,0.10683547995441318,0.0,12152815.698526403,248.4707133,-26.36306097,2.4671748
528,Gaia DR3 6045706642866027648,1299451.6030186773,0.3822258164634508,0.0,3399696.061982076,248.8511155,-25.98266027,1.4050136
594,Gaia DR3 6052146551189326336,1300475.3638755817,109.93183008313184,-10000.0,11829.834570134472,246.34341859999998,-21.69258447,1.1436522
589,Gaia DR3 6052146929146448000,1302685.3719999515,44.48905299366353,-10000.0,29281.03172224165,246.35042599999997,-21.68863328,0.9797311
759,Gaia DR3 6050345104469958400,1303134.503399605,122.21419234950345,-10000.0,10662.710102219151,244.2561346,-23.48503908,1.1105751
550,Gaia DR3 6044953679263197440,1304074.833040456,0.11352275040265043,0.0,11487343.536120048,248.7627932,-26.10050541,2.589666
1210,Gaia DR3 6048774280307593344,1305229.4316669551,0.0050127116495125796,0.0,260383904.54672801,244.544904,-25.73786452,0.97418845
547,Gaia DR3 6044945334151866368,1305329.8255841692,0.008028954168484575,0.0,162577815.01703897,248.6237739,-26.24672584,1.442239
1227,Gaia DR3 6045404689482702208,1305582.3925738486,0.1679624146542407,0.0,7773062.772772453,245.9276764,-26.83384327,1.1779084999999998
798,Gaia DR3 6050479725922597760,1305625.8299344839,72.56186283783707,-10000.0,17993.27882268302,244.6261114,-22.76266862,1.0597048999999998
1221,Gaia DR3 6048157660440521984,1306326.0934160047,2284.304814580524,-10000.0,571.8703060457763,249.1879625,-23.06506525,1.0405729
923,Gaia DR3 6050314760520380160,1306768.4173237986,248.00759983004633,-10000.0,5269.066021441665,244.1422361,-23.7136807,0.987719
1014,Gaia DR3 6045393041544132608,1308079.5235131863,0.0028658702901642364,0.0,456433610.4123621,246.2199398,-26.92130453,1.0642916
586,Gaia DR3 6045546354687329152,1310830.8468893417,0.10092235102697447,0.0,12988508.824363234,247.49387919999998,-26.89551691,1.4817238000000001
630,Gaia DR3 6045566042823079040,1311482.2218690424,0.05839266177471871,0.0,22459709.525296085,248.0978568,-26.64992583,4.3466325
649,Gaia DR3 6051985369658487552,1314441.0031310483,58.82250842311831,-10000.0,22345.884906439136,246.85630840000002,-21.6344908,0.9328376
581,Gaia DR3 6047272244350658304,1315352.02197286,0.008945087954504828,0.0,147047410.67531222,249.3288381,-25.18109453,1.0311636
641,Gaia DR3 6050320880854022656,1318218.904637504,204.4431033490585,-10000.0,6447.852155652452,244.18906719999998,-23.56161739,0.98840564
805,Gaia DR3 6044920315959690624,1319834.2504069207,0.13309054300308734,0.0,9916814.678382551,248.5113728,-26.38619928,2.6725277999999997
686,Gaia DR3 6049736937098829696,1320252.2339718132,128.78444278809488,-10000.0,10251.643796325532,244.08111949999997,-24.09180897,1.0472987
1081,Gaia DR3 6049735906306660224,1321457.7698735136,165.49543286279842,-10000.0,7984.859443033989,244.09994759999998,-24.14182163,1.033174
643,Gaia DR3 6051541922871670016,1322152.0910775082,2143.4924151733194,-10000.0,616.8214460281172,248.04025890000003,-21.87150904,0.9926925
665,Gaia DR3 6050471513945103104,1324406.3128829787,108.31311703542653,-10000.0,12227.570853212528,244.5037787,-22.87591111,1.0073733
794,Gaia DR3 6051469488247379968,1325505.3159502347,173.66427797258342,-10000.0,7632.57321208852,248.5837508,-22.16819245,0.98774016
585,Gaia DR3 6050373760491905920,1325931.9728602124,64.71206619381576,-10000.0,20489.71777363718,244.38074500000002,-23.06013091,0.9497511999999999
911,Gaia DR3 6051469492545991424,1327227.8560956898,182.2009166201192,-10000.0,7284.419204448356,248.58384139999998,-22.16208206,6.3500643
529,Gaia DR3 6047368760847864704,1327229.9962208825,0.2729438542091193,0.0,4862648.400956516,249.410701,-24.99050376,1.0451936
812,Gaia DR3 6048058670033891200,1327708.9815984345,0.25821385044897693,0.0,5141896.839731259,249.44754980000002,-23.81025108,1.030384
873,Gaia DR3 6045559170871877760,1327954.9594366376,0.22079532817701875,0.0,6014416.022299046,247.7811364,-26.83699794,0.99709016
1066,Gaia DR3 6050551980152214016,1328459.7008145633,228.2879833616614,-10000.0,5819.227456707493,244.72593109999997,-22.55877004,0.99214107
658,Gaia DR3 6052061579555562624,1329013.3027682358,2247.2981024627306,-10000.0,591.3827370351175,245.6506483,-21.80441061,1.0667347
1005,Gaia DR3 6045556211635859584,1335401.0938205568,0.004533299501785126,0.0,294575969.06948274,247.7848008,-26.8518461,1.3776431
