dist_arcsec,z_pc,dist_to_cq_tau,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
7137.878268634901,148.67849528381007,5.2029316129838215,1636148068921376768,Gaia DR3 3441229300520980864,3441229300520980864,899882600,2016.0,84.60411343406946,0.32024726,26.65316117018595,0.2485102,6.725922253188772,0.3946896,17.041042,35.5202,22.481129664262994,0.4613031,-27.500604015914366,0.24748866,-0.052943066,0.14403555,-0.025433358,0.012637034,-0.2388183,0.13934952,-0.7703014,0.32214952,0.27671775,-0.2771835,381,0,376,5,31.423439,5823.3896,2.3899548,103.38619,95,false,,0.9203493,0.059428327,0.020896306,0.019900354,0.10616292,0.026228594,0.19313577,43,17,0.654816,50,50,0,0.029574307,171.71317,88,0,2.353831,0.4562028,0.6129229,0.38347137,0.25915694,-6.376948,4.9473944,-0.97554564,20.25933,false,366,1743.0000915626072,3.3620968,518.4265,17.584124,40,370.75836930225984,8.073009,45.925674,18.915815,38,3663.8857555024806,13.332956,274.7992,15.83804,2.31477,0,1,0,1,0,3.077775,1.3316917,1.7460833,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,181.1003746909741,-2.5572338194810094,85.17089376152279,3.304287449728953,false,false,0,true,false,false,false,false,false,true,false,1.0350685E-13,7.849331E-12,0.999853,,,,,,,,,,,,,,,,,,,,,,
6626.78854418494,151.32153017562771,5.209294523656496,1636148068921376768,Gaia DR3 3404447161941431808,3404447161941431808,26078862,2016.0,83.74747555622044,0.50534797,22.921287196645178,0.3257237,6.608444937342187,0.5692535,11.608966,11.7941675,-8.806695645500616,0.67770827,7.845030359607884,0.37449726,-0.1986573,-0.17388351,0.18043166,-0.010907746,-0.26504913,0.19082291,-0.5674742,0.059566878,0.36738706,-0.41421837,305,0,292,13,52.321743,4444.2026,3.696241,188.7144,31,false,1.3783152,,,,,,,,34,16,0.97704595,35,18,0,0.35995063,9.968787,8,0,3.8469245,0.11487843,0.5688854,0.27607358,0.29776987,-39.73088,11.722632,-8.8784075,33.791615,false,299,1430.1394187646704,10.563322,135.38728,17.798922,34,572.3105818050357,11.312527,50.59087,18.444462,31,1511.120501009102,6.1467023,245.84247,16.799648,1.4568027,0,0,0,0,0,1.6448135,0.64554024,0.9992733,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,183.84497300963702,-5.2094912189404035,84.2427888931601,-0.3931238628970908,false,false,0,false,false,false,false,false,false,true,false,1.02049405E-13,3.2155062E-12,0.9999973,,,,,,,,,,,,,,,,,,,,,,
7167.917177629541,149.74591498588978,5.210607142329683,1636148068921376768,Gaia DR3 3441012387491284608,3441012387491284608,1388058905,2016.0,85.30790918644125,1.8982011,26.3477810417181,1.106852,6.677978495067646,1.3202658,5.058056,8.995704,8.211831266039496,2.2114198,-3.672670619670263,1.0341864,-0.39751086,-0.65410125,-0.877348,0.35106802,0.13898428,0.37397826,-0.91694325,0.67824113,-0.10354234,-0.33905295,268,0,268,0,1.9711921,343.11102,2.7957003,3.001886,95,false,,1.0228128,0.18833673,-0.038573544,-0.31873772,-0.043955497,-0.0062239687,0.3656384,31,11,3.6430044,32,27,0,0.04694059,96.70242,0,0,1.0860282,0.41601357,0.69768316,0.48734313,0.38883242,2.5534093,5.871703,3.686577,14.007955,false,265,114.51782016276728,0.771301,148.47359,20.540184,22,46.927737330104506,6.6422386,7.065048,21.159967,30,129.59330473098106,7.6135426,17.02142,19.466438,1.5414286,0,0,0,0,0,1.6935291,0.6197834,1.0737457,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,181.69393233022203,-2.1854043828967282,85.79058974377317,2.9770351286371417,false,false,0,false,false,false,false,false,false,false,false,5.347348E-9,7.98854E-10,0.999998,,,,,,,,,,,,,,,,,,,,,,
6124.134121420433,152.5410086152927,5.489956218432682,1636148068921376768,Gaia DR3 3404404933821440256,3404404933821440256,549115122,2016.0,85.05230482629061,0.14498273,23.348489513838583,0.11901105,6.555614185835054,0.15097201,43.42271,108.83934,57.93940141392067,0.17941102,-92.13592250089951,0.11324963,-0.51021177,0.137344,-0.41360855,0.43412867,-0.44460467,0.35017225,-0.86750096,0.043720715,0.46271133,-0.4445624,312,0,310,2,0.013584678,320.87558,0.14369076,0.33569086,31,false,1.75539,,,,,,,,37,15,0.2816681,38,27,0,0.08568921,5.0648966,1,0,0.9994572,0.3835602,0.6734438,0.3624532,0.3051896,-8.6088915,10.92311,-0.7377285,20.740622,false,300,1555.8791523439277,1.9312044,805.6522,17.707428,32,1116.7741415127673,13.047353,85.593925,17.718628,34,657.473955353688,12.461863,52.758884,17.7032,1.1403508,0,0,0,1,0,0.015428543,0.011199951,0.004228592,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,184.12209606583244,-3.96613508910555,85.45836809657047,-0.012823416854139106,false,false,0,true,false,false,false,false,false,false,false,5.0943055E-10,2.5445799E-9,4.9933235E-5,,,,,,,,,,,,,,,,,,,,,,
5380.148723940466,153.22180707130732,5.514230783636165,1636148068921376768,Gaia DR3 3441101791530774400,3441101791530774400,113406942,2016.0,84.00205628433426,0.053930935,26.242707946484874,0.04203464,6.526486138716623,0.063326985,103.060104,11.72025,-11.630199694760634,0.06602003,-1.4500780606784318,0.046563856,-0.27721435,0.2117381,-0.013792989,0.25138882,-0.4206298,0.0994213,-0.49722928,0.21284866,0.3409636,-0.15063208,274,0,274,0,3.3377686,368.15796,0.19647191,2.4470809,31,false,1.282811,,,,,,,,32,16,0.09287787,32,15,0,0.055359606,168.75623,0,0,1.1460024,0.20236868,0.39655688,0.2525983,0.52664983,-77.955,10.508492,-31.941792,38.21305,false,268,5692.107021214956,4.275224,1331.4172,16.299185,27,1188.256255431382,12.300518,96.602135,17.651266,28,7244.776478085356,21.269238,340.62228,15.097833,1.4815309,0,2,0,0,0,2.5534334,1.3520813,1.2013521,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,181.15876378307053,-3.232243950320986,84.6152214098285,2.9154720273262837,false,false,0,true,false,false,false,false,true,true,false,1.3807705E-13,1.5734655E-10,0.99648726,3457.3625,3454.31,3460.507,4.8799,4.8742,4.8861,-0.241,-0.2534,-0.2278,151.7295,150.3747,153.1785,0.7618,0.7476,0.7757,0.4976,0.4882,0.5067,0.3127,0.3071,0.3182,MARCS
3619.4949133632545,144.39457689036837,5.603219547415024,1636148068921376768,Gaia DR3 3404653427745453440,3404653427745453440,7041099,2016.0,84.08938435237413,1.6908969,23.746624401745713,1.148624,6.925467850217466,1.8565388,3.7303114,7.3868074,-3.809115599675047,2.5963182,6.328946205120125,1.2016759,0.07926695,-0.29366142,0.20725562,-0.2832543,-0.11444223,-0.12306454,-0.67090887,-0.22194734,0.33281076,-0.17972046,244,0,242,2,14.732248,773.552,8.2516985,15.716723,95,false,,0.8348424,0.33349416,-0.0304183,-0.15545356,-0.030001646,0.058886733,0.23269874,28,13,3.6460195,28,16,0,0.26743555,140.87012,0,0,1.7480718,0.38645363,0.6261501,0.40912443,0.3041467,4.291888,8.124782,3.8799975,21.793589,false,240,99.73475285748067,1.5646555,63.742306,20.69025,19,56.5004071534497,10.4509115,5.4062657,20.958414,25,168.74963840664165,8.601995,19.617498,19.179789,2.258491,0,0,0,0,0,1.7786255,0.26816368,1.5104618,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,183.3137579378356,-4.502683973517079,84.59123645610715,0.41824929489935314,false,false,0,false,false,false,false,false,false,false,false,2.979267E-11,2.8812078E-10,0.99999404,,,,,,,,,,,,,,,,,,,,,,
3353.2715771925814,144.27948077612496,5.622194046484178,1636148068921376768,Gaia DR3 3440877216280830080,3440877216280830080,1605017220,2016.0,84.2882830640017,0.09325076,25.64073173512593,0.07105152,6.930992505799742,0.11409809,60.745914,26.423206,4.335981393019388,0.13372253,-26.065017179866004,0.07161311,-0.26629955,0.19583733,-0.12212467,0.25077957,-0.24466345,0.1274743,-0.7113082,0.4647674,0.19938092,-0.1845025,287,0,285,2,1.828136,344.48602,0.26683274,1.935877,31,false,1.2481346,,,,,,,,34,15,0.19076794,35,20,0,0.031700987,170.57254,0,0,1.0770186,0.27185953,0.51540154,0.16426788,0.3183316,-15.492996,4.415302,-8.813659,29.641434,false,285,2519.3508093335663,2.2138655,1137.9873,17.184145,34,419.63033436786327,10.640946,39.435432,18.781376,32,3295.8638311010814,14.70877,224.07474,15.952972,1.4747823,0,2,0,1,0,2.8284035,1.5972309,1.2311726,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,181.8060049696625,-3.3374888824998816,84.84818521922719,2.303538255510074,false,false,0,true,false,false,false,false,true,true,false,1.9171036E-13,2.6277425E-10,0.99296397,3320.8484,3316.7363,3324.681,4.9843,4.9758,4.9906,-0.2859,-0.2998,-0.2722,146.159,144.0556,148.4133,0.9241,0.9022,0.9439,0.5859,0.572,0.5986,0.3819,0.3732,0.3897,MARCS
3887.162492756934,144.46101917533795,5.635725467753287,1636148068921376768,Gaia DR3 3428756543694404352,3428756543694404352,437552706,2016.0,85.17847391727105,0.30162588,24.84286074748439,0.23296215,6.922282604044633,0.35606527,19.44105,16.174965,-13.06662191595849,0.38314658,9.533776097873274,0.21929993,-0.18904454,0.11984592,-0.1267885,0.12727071,-0.24747469,0.13614456,-0.768623,0.30388063,0.27170584,-0.26481584,394,0,391,3,81.124275,10399.569,2.508276,334.6501,31,false,1.251188,,,,,,,,45,17,0.5475888,46,33,0,0.07724854,118.44988,70,0,5.0562544,0.42406017,0.6059496,0.34515154,0.3254058,-3.1463294,6.4571867,2.9356866,21.866049,false,383,4163.354834426867,15.033879,276.93152,16.638758,41,849.8474986305172,9.422987,90.18876,18.01519,38,6764.118013315211,16.466743,410.77448,15.172367,1.8288053,0,0,0,0,0,2.842823,1.3764324,1.4663906,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,182.91149169334136,-3.079337804629357,85.62411255254776,1.476788729638944,false,false,0,true,false,false,false,false,false,true,false,1.160294E-13,1.5292002E-12,0.99861324,,,,,,,,,,,,,,,,,,,,,,
5466.719110198281,145.3057256105243,5.635885363641623,1636148068921376768,Gaia DR3 3428866701017175040,3428866701017175040,1352382508,2016.0,85.60827007979202,0.022301976,25.15173099606911,0.016554877,6.882041267116946,0.026348008,261.19778,22.21613,8.395547154670389,0.028435798,-20.568695221760112,0.016922036,0.004234232,-0.05383582,-0.08492355,-0.09323702,-0.31172684,0.002597582,-0.705636,0.037451375,0.4061163,-0.18259692,372,0,369,3,2.3637564,419.38495,0.058028474,1.3116856,31,false,1.3413278,,,,,,,,43,17,0.03971498,44,30,0,0.024846299,5.1205482,0,0,1.0879316,0.3226136,0.5623681,0.2762514,0.2752739,-4.510218,3.397605,-0.14939134,27.875576,false,370,28202.07986679672,8.44396,3339.9116,14.561664,39,7944.562673232422,14.800433,536.77905,15.588367,39,29936.163546679887,26.702171,1121.1134,13.557405,1.3431891,0,1,0,1,0,2.030962,1.0267038,1.0042582,41.61575,3.7635202,2,21,9,11,7.141911,,,796.20593,,3900.0,4.5,-0.25,101,,,,13.130094,0.06555738,13,,NOT_AVAILABLE,182.85408813453517,-2.585524650732124,86.02348155460973,1.7730513453566357,false,false,0,true,true,false,false,false,false,true,false,1.7308998E-13,4.390972E-12,0.99296397,,,,,,,,,,,,,,,,,,,,,,
6853.179861917788,146.50753971826765,5.687640535651291,1636148068921376768,Gaia DR3 3428432565719690880,3428432565719690880,514867190,2016.0,85.96849428456353,2.114267,24.12268829697901,1.7968148,6.825587283241455,2.4975274,2.732938,2.9534955,2.8900681195587294,2.6656468,-0.6088032771986682,1.6896932,-0.8072389,0.63629884,-0.21812324,0.69743496,-0.67213166,0.3623917,-0.90866584,0.19996147,0.538548,-0.55437726,191,0,190,1,-1.0302931,170.68541,0.0,0.0,95,false,,0.8310942,0.2733037,-0.45675668,0.40540493,-0.5375091,-0.09435917,-0.24633323,22,12,4.2668624,22,14,0,0.083475806,179.33066,0,0,0.9449976,0.51908207,0.7386384,0.34814242,0.35220182,-1.4921254,15.108649,1.3692937,21.011345,false,189,94.15086130109967,0.98000246,96.07207,20.752806,9,103.01876637816976,55.940723,1.8415701,20.306252,19,113.52712589272181,13.23584,8.577251,19.610146,2.2999885,0,0,0,0,1,0.69610596,-0.44655418,1.1426601,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,183.90330015712644,-2.8458374843836514,86.32077488965204,0.7348813891107905,false,false,0,false,false,false,false,false,false,false,false,7.3785536E-6,8.338737E-9,0.9999898,,,,,,,,,,,,,,,,,,,,,,
7847.670456417451,149.56587786464462,5.689772368487527,1636148068921376768,Gaia DR3 3428852201203040640,3428852201203040640,12738144,2016.0,86.26607763412579,0.048168167,25.467934961084776,0.03801347,6.686016986474605,0.056630306,118.06429,40.46092,34.44274689119871,0.060775537,-21.231656637077073,0.037418824,-0.10295419,0.16682751,-0.08009432,0.019272977,-0.34314495,-0.08624734,-0.6973177,0.2108993,0.35606992,-0.05917688,406,0,404,2,0.3867887,427.09662,0.0,0.0,31,false,1.2753029,,,,,,,,46,18,0.08474287,46,29,0,0.030380651,2.4870923,0,0,1.0128843,0.37183258,0.53111494,0.23363657,0.3278387,-7.711672,6.6294694,-0.51171327,30.356428,false,403,4630.928883700839,2.673924,1731.885,16.523197,41,910.2830008491195,10.257188,88.745865,17.940601,42,5773.575920448926,12.484316,462.46634,15.344283,1.4433085,0,1,0,0,0,2.5963182,1.4174042,1.1789141,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,182.8959060494484,-1.9133177789189793,86.62716469588763,2.072360281701684,false,false,0,true,false,false,false,false,true,true,false,1.7308999E-13,9.639806E-12,0.99296397,3440.5474,3436.9417,3444.0225,4.9313,4.9194,4.9371,-0.2917,-0.3063,-0.2824,150.243,148.8113,152.0297,0.7685,0.7559,0.7813,0.501,0.4927,0.5095,0.3148,0.3099,0.32,MARCS
7517.784671724224,147.56508893604462,5.703931003246985,1636148068921376768,Gaia DR3 3428426862005170176,3428426862005170176,1477542883,2016.0,86.12861888389418,0.031962752,23.987445627073665,0.025254456,6.776670601495755,0.034824345,194.59578,20.04837,-17.575970573715377,0.040734794,-9.644812802155188,0.025286473,-0.16610397,0.1739608,-0.1951186,0.10194355,-0.21834947,0.076281674,-0.7301617,0.17171961,0.22139055,-0.20993024,399,0,397,2,0.7337017,425.65363,0.0,0.0,31,false,1.3178567,,,,,,,,47,19,0.057839483,47,30,0,0.027956638,3.5294538,0,0,1.0254601,0.40061724,0.53523177,0.24558915,0.30433124,-3.6735318,8.082313,1.9720718,31.083841,false,396,10665.177898301212,4.2896056,2486.284,15.617447,44,2724.32946382994,10.854947,250.97585,16.750393,45,11908.03787535406,15.474789,769.51215,14.558295,1.3719759,0,2,0,1,0,2.1920977,1.132946,1.0591516,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,184.0952087894744,-2.7917030317256235,86.46324057131102,0.5956812849591903,false,false,0,true,false,false,false,false,true,true,false,1.7309041E-13,2.0501179E-10,0.99296397,3596.6855,3581.0403,3641.7773,4.819,4.804,4.8399,-0.4712,-0.4955,-0.3949,146.9778,145.9229,150.034,0.6009,0.5902,0.6389,0.4103,0.4029,0.4361,0.2347,0.2302,0.2506,PHOENIX
6541.774684137217,152.48414208007247,5.7101807947737315,1636148068921376768,Gaia DR3 3416259696395890432,3416259696395890432,1084637571,2016.0,82.26582783446263,1.1566907,23.841467834113008,0.6814495,6.558058997865365,1.1377821,5.7638974,11.045458,5.304905774065239,2.096697,9.688142719379378,1.0254998,-0.1575561,-0.22745597,0.4682232,0.18753022,0.013851196,-0.029668799,-0.26795372,-0.38357115,-0.20907015,0.24305171,126,0,125,1,-0.40723723,116.30595,0.0,0.0,95,false,,1.3244025,0.22757158,-0.1593414,-0.14638086,0.098667905,-0.07216304,0.17168398,15,10,2.9991171,16,4,0,0.03690533,135.08836,0,0,0.97094417,0.03688126,0.4655428,0.07453907,0.50286365,46.46209,16.325403,-27.213821,38.768158,false,126,112.5038573441632,1.0063752,111.79117,20.559448,10,27.709680754584777,7.2486777,3.8227222,21.731964,14,177.22101238029225,7.9245977,22.363407,19.126608,1.8215437,0,0,0,0,0,2.6053562,1.1725159,1.4328403,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,182.32825290809257,-5.855377063876538,82.92897113318801,0.5918283951246134,false,false,0,false,false,false,false,false,false,false,false,2.275412E-9,6.1194816E-10,0.9999971,,,,,,,,,,,,,,,,,,,,,,
7787.742593354807,150.73896285433406,5.828125974780052,1636148068921376768,Gaia DR3 3429286302140957952,3429286302140957952,1139884016,2016.0,86.06418043353528,0.03900199,25.832297440829837,0.029982254,6.633984877329596,0.045978356,144.28494,35.63566,-13.326531327331963,0.05014682,-33.050020023905546,0.029702384,-0.09593427,0.11937304,-0.1414157,0.054172922,-0.30876806,0.023893714,-0.7275029,0.245147,0.31818274,-0.1439706,415,0,407,8,3.0375311,512.519,0.14259224,2.6551654,31,false,1.2907449,,,,,,,,48,19,0.07044576,49,31,0,0.019321298,1.6048813,1,0,1.1081578,0.39406362,0.5530248,0.26933733,0.2570493,-8.887935,3.9091153,-3.4830773,28.521652,false,402,8681.512543867533,3.8569624,2250.8677,15.8408785,44,1837.9221278730581,12.4942665,147.10124,17.177725,47,10400.69567245289,15.43807,673.7044,14.705239,1.4097333,0,1,0,0,0,2.4724855,1.3368464,1.1356392,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,182.48989836661576,-1.8783549850829089,86.45479539665646,2.441439163390583,false,false,0,true,false,false,false,false,true,true,false,1.160294E-13,3.0480635E-12,0.99861324,3553.851,3551.54,3555.9744,4.835,4.8307,4.8398,-0.2607,-0.2706,-0.249,148.5915,147.409,149.8252,0.8014,0.7954,0.8081,0.5322,0.5282,0.5368,0.3249,0.3225,0.3275,MARCS
7869.00172794301,147.75572646332984,5.892669168353579,1636148068921376768,Gaia DR3 3416537018138393600,3416537018138393600,872254774,2016.0,81.61777266646031,0.043446112,24.41631881850642,0.029793546,6.767927199411666,0.05405011,125.21578,74.66517,-29.34132714933706,0.06010405,-68.65838881402877,0.04143692,0.08371185,-0.15147413,0.105960906,-0.04016578,-0.30548447,0.0935678,-0.4312296,-0.14021403,0.44340602,-0.071026735,251,0,250,1,0.14229833,257.46564,0.0,0.0,31,false,1.2817806,,,,,,,,29,15,0.083897434,29,12,0,0.028029496,176.79611,0,0,1.0050721,0.113387585,0.42976508,0.12395437,0.4381822,-144.87766,-1.6857971,-29.97817,44.23596,false,249,7418.980728166416,5.83663,1271.1069,16.011507,26,1482.8678614452763,10.240038,144.81078,17.410786,27,9145.498397798588,10.644123,859.20636,14.844877,1.4325912,0,1,0,0,0,2.5659084,1.3992786,1.1666298,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,181.51873290359595,-6.03412044851939,82.37044786651738,1.1987654784925978,false,false,0,true,false,false,false,false,false,true,false,1.0202512E-11,5.0961034E-11,1.0000273E-6,,,,,,,,,,,,,,,,,,,,,,
7477.363735261485,146.92622756191545,5.8999837694229855,1636148068921376768,Gaia DR3 3417735447158332288,3417735447158332288,579518007,2016.0,81.81876068940284,0.6231347,25.407000687304766,0.43965352,6.806136770772223,0.7859943,8.659269,45.513123,9.362638563470231,0.8581899,-44.53970406610589,0.53196996,-0.07297712,0.18854028,0.1023959,0.029582797,-0.43563718,-0.19478042,-0.5138852,0.36166447,0.32525012,0.14818288,199,0,196,3,1.1919743,244.89783,1.8013572,2.378831,95,false,,1.0797545,0.13970962,-0.061506536,-0.055934183,-0.06645592,-0.029850703,0.04615867,23,15,1.2271203,24,10,0,0.021349149,166.15002,0,0,1.0599767,0.23361488,0.41598395,0.36262107,0.40652296,-109.308105,1.1465324,-38.214935,37.06073,false,195,204.27408366429165,1.6407232,124.502464,19.911833,14,34.46227926231704,4.9274178,6.9939837,21.495182,22,333.397837021413,7.257198,45.9403,18.440489,1.8008164,0,0,0,1,0,3.0546932,1.5833492,1.471344,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,180.7892447296316,-5.335726898861414,82.60932740329936,2.1773693296176897,false,false,0,false,false,false,false,false,false,false,false,1.2202026E-13,8.345763E-12,0.9999927,,,,,,,,,,,,,,,,,,,,,,
4833.769407046213,154.1179286117534,5.931685941275902,1636148068921376768,Gaia DR3 3440971396323985920,3440971396323985920,35315005,2016.0,84.83288129758256,0.016176617,25.856041614599633,0.012141668,6.488537764604614,0.018646467,347.97678,27.50887,27.460481428704167,0.020787382,-1.6309141279714847,0.011515628,0.011571345,0.05314684,-0.124675155,-0.10184823,-0.22570941,-0.026103009,-0.7963575,0.13306329,0.3420341,-0.18085156,494,0,493,1,1.7137042,516.27686,0.0,0.0,31,false,1.3817956,,,,,,,,57,18,0.02905704,59,43,0,0.04694899,1.1780754,0,0,1.0546575,0.54080147,0.66995245,0.43762293,0.34266347,2.1616318,6.0987678,5.26621,17.008368,false,477,55515.68012927512,8.8958645,6240.6167,13.826327,49,18688.917862245722,20.526165,910.49243,14.659582,46,53310.75798282453,25.297327,2107.3672,12.930859,1.2969251,1,0,0,2,0,1.7287235,0.8332548,0.8954687,77.215065,2.0043156,2,23,12,11,11.317155,,,962.3764,,4500.0,4.5,0.75,101,,,,12.5369215,0.030939186,11,,NOT_AVAILABLE,181.88530864490335,-2.807676024975225,85.34692451711173,2.500182208186512,false,false,0,true,true,false,false,false,true,true,false,1.0765377E-13,5.377252E-13,0.99944246,4218.0625,4213.4917,4222.4365,4.6573,4.6345,4.6636,0.0042,-1.0E-4,0.0123,155.8541,154.3827,159.3833,0.5584,0.5508,0.5667,0.4076,0.4019,0.4138,0.2178,0.2148,0.2211,MARCS
8031.735525022146,147.9199532069417,5.966529359772914,1636148068921376768,Gaia DR3 3428587970520550144,3428587970520550144,922258930,2016.0,86.44495608003714,0.15832767,24.619374870009658,0.13544433,6.760413171581988,0.196749,34.3606,47.439655,32.25559629567684,0.18094021,-34.78645529416934,0.12956287,-0.34535247,0.063842855,-0.3758786,0.2528905,-0.54130036,0.11017539,-0.8780524,0.202331,0.5605243,-0.2275812,313,0,312,1,-0.8866875,309.84537,0.0,0.0,31,false,1.2276505,,,,,,,,36,16,0.27306256,37,28,0,0.018906944,172.5438,0,0,0.9633579,0.54137295,0.6873049,0.4002358,0.2759601,-5.574564,8.936264,-0.27033272,18.424978,false,310,1468.8913824014721,2.086558,703.9782,17.769892,35,183.71927106700372,8.462789,21.70907,19.678156,32,1991.5672836335784,10.653401,186.94193,16.499908,1.4809036,0,1,0,0,0,3.1782475,1.9082642,1.2699833,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,183.7053459291195,-2.2165941891187053,86.76776718612994,1.2199725129492323,false,false,0,false,false,false,false,false,false,true,false,1.0406042E-13,9.123314E-13,0.99979824,,,,,,,,,,,,,,,,,,,,,,
6311.693385397785,153.25502043682854,6.043717396508406,1636148068921376768,Gaia DR3 3404359819485886080,3404359819485886080,27562787,2016.0,85.22712694290102,0.06190966,23.404486918313186,0.04846549,6.525071721302587,0.06902234,94.535645,16.873892,-16.771328571521156,0.07246893,-1.857630969579628,0.04611116,-0.3652952,0.19469559,-0.30919933,0.30421475,-0.32421175,0.20857258,-0.81457174,0.22544569,0.34542373,-0.31271607,406,0,406,0,4.011568,554.7955,0.17721601,2.242771,31,false,1.2485504,,,,,,,,47,17,0.10831989,47,33,0,0.013673638,178.91966,0,0,1.1440773,0.42213705,0.630235,0.30807722,0.34628186,-2.102008,9.498464,4.1667614,23.056427,false,404,4949.155313086424,3.0052066,1646.8602,16.451038,44,753.420782811249,9.025037,83.481186,18.145948,40,6559.98552040764,11.722566,559.6032,15.205638,1.477708,0,0,0,0,0,2.9403105,1.69491,1.2454004,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,184.15920729058672,-3.800255218790344,85.62063643965625,0.037733923471351766,false,false,0,true,false,false,false,false,true,true,false,1.7317311E-13,2.5994762E-11,0.99296397,3365.3647,3360.227,3387.437,4.5896,4.572,4.6071,-0.3856,-0.4169,-0.2714,161.3286,157.7631,181.23,1.304,1.2842,1.3254,0.8272,0.8143,0.8411,0.5377,0.5296,0.5467,MARCS
