dist_arcsec,z_pc,dist_to_host,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
0,136.4284742,0.008474155,1.63615E+18,Gaia DR3 6049152267490979072,6.04915E+18,482849862,2016,246.7927961,0.025654204,-24.32030164,0.015317661,7.329848158,0.030301906,241.89397,29.53689,-5.788080211,0.034775075,-28.96421935,0.024965605,-0.48631144,0.023778137,0.023837253,-0.18927445,0.05609205,-0.11913426,0.48258156,-0.4280673,0.04163361,-0.2904636,447,447,444,3,4.102467,1951.8281,0.18856381,45.322548,31,FALSE,1.2392653,,,,,,,,51,16,0.050895207,53,9,0,0.015021414,23.514486,0,0,1.1408054,,,,,,,,,FALSE,449,163052.3759,84.19885,1936.5154,12.656549,49,25347.32287,54.017708,469.241,14.3287115,49,218938.6564,287.61386,761.2243,11.397089,1.4982055,0,0,0,0,0,2.9316225,1.672162,1.2594604,-7.0904717,1.7589414,1,37,8,11,65.3016,13.050434,0,606.609,36.271626,6000,3.5,0,333,67.48076,16.89272,29,10.789006,0.009790279,29,,VARIABLE,353.2493805,16.83825261,248.9337655,-2.56229757,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,0.9999964,,,,,,,,,,,,,,,,,,,,,,
370.4124,136.5176584,0.263813312,1.63615E+18,Gaia DR3 6049171096626943744,6.04917E+18,889799236,2016,246.7365494,0.14041197,-24.23109462,0.08187643,7.325059716,0.16534068,44.30283,27.134375,-10.04721441,0.19313969,-25.20570958,0.13292183,-0.52260405,0.01995164,0.10317987,-0.21025732,0.025980202,-0.12066776,0.5259972,-0.43790615,-4.75E-04,-0.26901993,484,0,484,0,-2.2138517,599.0494,0.3455609,1.4752874,31,FALSE,1.1405929,,,,,,,,56,16,0.28089067,58,8,0,0.06270794,47.163273,0,0,0.92865425,0.45311877,0.7031638,0.4308794,0.40495315,14.056142,16.763237,16.645111,25.874863,FALSE,485,1171.92688,11.237652,104.28574,18.015116,43,69.28898481,5.9163785,11.711385,20.736881,52,2082.78056,66.19918,31.462332,16.451286,1.8363514,0,1,0,0,0,4.285595,2.7217655,1.5638294,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,353.2840983,16.9356344,248.8690536,-2.482251872,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.02E-13,5.10E-13,1,4001.9666,3968.2363,4024.3857,4.092,4.0771,4.1246,-0.5055,-0.618,-0.4542,137.7662,130.2849,141.1933,9.9623,9.9196,9.989,5.9752,5.9424,5.9954,3.5238,3.5066,3.5338,PHOENIX
499.3703742,136.5901545,0.371712407,1.63615E+18,Gaia DR3 6049167905467933056,6.04917E+18,645456913,2016,246.6534525,0.122752845,-24.26452429,0.071442224,7.321171895,0.13849072,52.863987,27.625023,-5.520071381,0.18302394,-27.06789126,0.13407551,-0.49189705,0.05706358,0.0389178,-0.104478486,-0.016589146,-0.08427068,0.4723801,-0.16281526,-0.13682026,-0.37602448,498,0,488,10,8.950131,1009.93427,0.6765493,12.067285,31,FALSE,1.1887608,,,,,,,,57,17,0.26947576,60,9,1,0.14751077,176.8861,0,0,1.30062,0.42923215,0.7150433,0.41578242,0.45500228,15.965582,18.388395,18.182125,26.662394,FALSE,460,1975.516239,10.927585,180.78252,17.448166,56,168.0480043,7.5285416,22.321455,19.77496,52,3078.52315,51.393257,59.901306,16.027039,1.6434039,0,1,0,2,0,3.747921,2.3267937,1.4211273,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,353.2055593,16.97047831,248.799433,-2.52719893,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.02E-13,5.10E-13,1,4436.981,4392.629,4492.958,4.6126,4.6,4.6268,-0.9891,-1.0335,-0.9005,144.071,141.9565,146.2756,6.9694,6.9176,7.0378,4.5022,4.4587,4.5575,2.5557,2.529,2.59,MARCS
586.9899443,136.2165073,0.438067414,1.63615E+18,Gaia DR3 6049174914854560640,6.04917E+18,795101656,2016,246.7668929,0.042754754,-24.15896868,0.024623524,7.341254154,0.049074687,149.59349,29.463467,-6.758162671,0.0609654,-28.67792075,0.043093026,-0.43704283,-0.022021823,0.1261614,-0.08768579,0.07554773,-0.04117024,0.52272373,-0.3371421,0.020689653,-0.18475318,468,0,466,2,-0.6230263,636.93695,0.15875895,3.8616478,31,FALSE,1.2018764,,,,,,,,54,16,0.086784005,57,8,0,0.012334681,35.050274,0,0,0.97883403,0.47233868,0.70568746,0.45806617,0.40082982,13.4618225,15.432106,16.296688,24.414936,FALSE,482,10513.01446,10.567171,994.875,15.633049,53,1041.187225,10.21474,101.929886,17.79472,54,15403.79538,37.809315,407.4074,14.278826,1.56425,0,2,0,0,0,3.515894,2.1616707,1.3542233,-48.045567,5.273036,2,32,1,12,7.349954,,,888.1654,,3700,2.5,-0.25,111,,,,13.5784025,0.05786519,33,,VARIABLE,353.359859,16.96239853,248.8850675,-2.4066725,FALSE,FALSE,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.12E-13,0.99999946,,,,,,,,,,,,,,,,,,,,,,
492.3548928,136.1170584,0.44449551,1.63615E+18,Gaia DR3 6049164916170694912,6.04916E+18,22232514,2016,246.6547244,0.090994716,-24.266751,0.05288661,7.346617767,0.102726266,71.51645,27.551935,-6.033825791,0.12926848,-26.8831195,0.09276005,-0.48615143,0.07824662,-0.009308359,-0.083593905,-0.018044649,-0.0292942,0.4731851,-0.25111464,-0.088096626,-0.30734086,498,0,495,3,-2.778664,708.25397,0.36802322,4.5871663,31,FALSE,1.1471317,,,,,,,,58,17,0.18695177,61,9,0,0.017950237,2.2881405,0,0,0.9119054,0.43846303,0.71893954,0.43041083,0.45662537,15.24129,18.032988,17.541239,26.028204,FALSE,506,2579.256438,2.5893183,996.1141,17.15863,57,106.2860863,7.625206,13.938783,20.27235,55,4354.897731,13.398141,325.03748,15.650451,1.7296395,0,3,0,1,0,4.6218996,3.11372,1.5081797,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,353.204612,16.96813699,248.8009307,-2.529214789,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,1,3478.85,3473.358,3513.243,4.2045,4.1882,4.2175,0.3983,0.3963,0.4324,145.5052,143.2781,147.3989,6.0708,6.0409,6.1223,3.4491,3.431,3.4835,2.4505,2.4414,2.4685,MARCS
609.4773652,136.6505989,0.464691579,1.63615E+18,Gaia DR3 6049174605616916608,6.04917E+18,1650106876,2016,246.6796236,0.026069758,-24.18608036,0.015574348,7.317933535,0.030063536,243.4156,27.920444,-7.832443976,0.037412256,-26.79932985,0.0261779,-0.5431198,-0.015240786,0.12495524,-0.17587258,0.1063775,-0.13097066,0.5453363,-0.38941047,0.07009355,-0.3280394,503,0,503,0,0.2358594,580.2948,0.030452644,0.32814357,31,FALSE,1.2298517,,,,,,,,58,16,0.054928556,61,8,0,0.034951564,14.244028,0,0,1.0068119,0.43312648,0.7185538,0.43423924,0.45518273,15.217137,17.888054,17.481178,25.986027,FALSE,506,23559.79685,14.007161,1681.9823,14.756938,59,3151.380872,16.00953,196.84407,16.59229,59,32113.82185,49.316868,651.17316,13.481166,1.4968381,0,0,0,0,0,3.111125,1.8353529,1.2757721,-4.812652,4.3062854,2,35,5,13,13.517723,,,720.7442,,5500,4.5,0,0,,,,12.861919,0.03985281,31,,VARIABLE,353.2836372,17.00434937,248.8106406,-2.445972829,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.02E-13,5.18E-13,0.99999446,6184.846,6179.0225,6195.296,4.4056,4.4027,4.4087,-1.4913,-1.4975,-1.4795,135.5727,135.0383,136.0895,6.2092,6.206,6.2137,4.3938,4.3913,4.3981,2.5038,2.5022,2.5063,A
672.8420869,136.6694891,0.510526516,1.63615E+18,Gaia DR3 6049168214705579776,6.04917E+18,1569467838,2016,246.6070335,0.11457096,-24.24118734,0.06975493,7.316922061,0.12658727,57.801403,29.47466,-8.608651413,0.1666987,-28.18947864,0.13081327,-0.56155914,0.1593879,0.12990716,-0.23965748,-0.1340587,-0.18435654,0.594914,-0.1449536,-0.20736757,-0.4376272,476,0,475,1,-2.0503721,640.8977,0.43653658,4.710423,31,FALSE,1.1511701,,,,,,,,56,16,0.25520417,59,8,0,0.010225782,23.399752,0,0,0.9331821,0.43999892,0.7339588,0.410607,0.46411908,12.900207,18.770426,16.736212,25.681093,FALSE,487,2032.839233,1.9017357,1068.9388,17.417109,50,93.64848381,7.4307427,12.602843,20.40979,55,3402.401697,11.765465,289.1855,15.918431,1.7197869,0,0,0,0,0,4.4913588,2.9926815,1.4986773,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,353.1946414,17.01766692,248.7539122,-2.510839081,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,0.9999998,,,,,,,,,,,,,,,,,,,,,,
775.0245401,136.3187483,0.522305424,1.63615E+18,Gaia DR3 6049145880875631744,6.04915E+18,909041912,2016,246.9049184,0.092145465,-24.50983772,0.05617637,7.335748107,0.10250396,71.565506,25.919346,-8.721382938,0.13069463,-24.40798944,0.09382713,-0.36054978,-0.01678026,0.09314149,-0.042794168,-0.06545887,-0.006219691,0.33261698,-0.22075652,-0.04159313,-0.15800838,438,0,437,1,1.0988662,1961.5912,0.7373021,40.78935,95,FALSE,,1.1015924,0.016972842,0.031636592,0.1377225,0.022097392,-0.09093275,-0.062856145,50,17,0.18392035,52,10,0,0.012302063,19.84911,0,0,1.0368772,0.35619673,0.6049783,0.34122133,0.27552846,3.465947,15.72737,12.060663,32.88324,FALSE,445,5857.220972,6.000394,976.1394,16.268137,47,288.274848,10.617416,27.151129,19.189026,47,10451.85339,21.486395,486.44052,14.699912,1.833656,0,1,0,0,0,4.489114,2.920889,1.5682249,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,353.1708931,16.63651491,249.0644149,-2.733512744,FALSE,FALSE,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,1,,,,,,,,,,,,,,,,,,,,,,
781.1695339,136.2938369,0.531600755,1.63615E+18,Gaia DR3 6049137943776073216,6.04914E+18,518550605,2016,246.5897015,0.13436458,-24.43372372,0.079704694,7.337088918,0.15242407,48.136024,26.98969,-8.391615059,0.18620922,-25.65198165,0.14790773,-0.49904016,0.059610907,-0.049418632,-0.07734637,-0.11721408,-0.08936438,0.45415133,-0.061378572,-0.26500472,-0.4094311,506,0,506,0,4.4136367,1134.2594,0.83622074,17.458076,95,FALSE,,1.1277,0.02271223,-0.090442985,0.20758015,-0.10251046,-0.08029611,-0.04912478,58,16,0.2813984,61,10,0,0.010771693,51.603905,0,0,1.1420726,0.40938255,0.71651,0.4378107,0.42468444,12.253403,17.543653,15.791347,25.261406,FALSE,518,1972.409262,2.8823788,684.29913,17.449875,41,74.96512605,9.0762,8.259528,20.651394,54,3541.166919,12.513275,282.9928,15.87503,1.8333578,0,2,0,2,0,4.7763643,3.201519,1.5748453,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,353.0327068,16.90221929,248.7687843,-2.703449866,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,1,,,,,,,,,,,,,,,,,,,,,,
419.3576744,135.881626,0.605367071,1.63615E+18,Gaia DR3 6049165500286247040,6.04917E+18,1121316297,2016,246.7103492,0.07098326,-24.23130176,0.04061905,7.359346731,0.08342793,88.21203,28.059284,-6.120009838,0.1009931,-27.38373469,0.06854643,-0.49940968,0.045240927,0.056262515,-0.12375901,0.036118902,-0.0701862,0.47176903,-0.4055152,0.09065983,-0.299209,480,0,477,3,1.6440475,853.7837,0.38443285,10.855278,31,FALSE,1.1772212,,,,,,,,55,16,0.14664334,57,8,0,0.017178584,4.7323403,0,0,1.053265,0.434915,0.7123626,0.39851654,0.42466682,11.639258,17.341908,15.098863,25.69013,FALSE,481,5292.633125,5.4790816,965.9708,16.378187,56,344.52467,7.8870587,43.682274,18.995491,52,8320.282402,21.737146,382.7679,14.947551,1.6371448,0,1,0,2,0,4.0479403,2.6173038,1.4306364,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,353.2674548,16.95344993,248.8454697,-2.486215529,FALSE,FALSE,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,1,3474.218,3467.0276,3478.7642,4.0267,4.006,4.0461,-0.4662,-0.5363,-0.4409,142.742,140.6452,145.0713,4.8452,4.8319,4.8608,2.9111,2.9024,2.9212,1.8773,1.8734,1.8817,MARCS
899.6787657,136.6291716,0.631156294,1.63615E+18,Gaia DR3 6049173123852388224,6.04917E+18,109961704,2016,246.9374305,0.19492224,-24.10803916,0.1014862,7.31908119,0.21621625,33.850746,29.03732,-6.247942356,0.2637965,-28.35716971,0.17790538,-0.17656605,-0.08815992,-0.19035073,0.1406774,-0.026768465,0.1371721,0.07046684,-0.19743983,-0.20026504,0.003651819,443,0,442,1,-1.1905009,577.2474,0.7446953,3.1512597,95,FALSE,,1.0509875,0.038769744,0.010780579,0.13188253,-0.020102324,-0.06347703,-0.26317886,51,17,0.36880147,53,11,0,0.35681707,116.93852,1,0,0.9592026,0.40856448,0.66691077,0.431989,0.31662226,14.829792,14.771259,15.359623,26.883825,FALSE,456,651.2338723,13.384896,48.65438,18.653025,32,42.88048706,5.0684733,8.4602375,21.257893,51,1228.490246,74.76432,16.431503,17.024466,1.952249,0,1,0,2,0,4.233427,2.604868,1.6285591,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,353.5070501,16.87882175,249.0309357,-2.332013897,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.02E-13,5.10E-13,0.9999989,,,,,,,,,,,,,,,,,,,,,,
956.2242625,136.1674639,0.6804421,1.63615E+18,Gaia DR3 6049142032584969088,6.04914E+18,717747328,2016,246.5125187,0.026002498,-24.39350625,0.014076185,7.343898252,0.030771382,238.66002,33.59874,-19.79777142,0.044700183,-27.14633462,0.03250102,-0.4402254,0.1451051,-0.1246943,0.07944741,-0.14840317,0.023993747,0.3702697,0.15103707,-0.39235276,-0.5229013,531,531,531,0,-2.1128814,2958.4712,0.19429447,61.131516,31,FALSE,1.2156217,,,,,,,,60,15,0.068324946,64,10,0,0.010717214,167.7492,0,0,0.9349498,,,,,,,,,FALSE,554,244083.6086,241.78429,1009.5098,12.21852,60,31000.8709,101.43308,305.62878,14.110107,62,350677.0268,881.4944,397.82104,10.885627,1.5637178,0,0,0,0,0,3.2244806,1.8915873,1.3328934,-8.246731,2.4547076,1,30,2,12,82.149956,18.743937,0,701.43585,41.827248,5500,4.5,0,333,94.23253,19.992586,28,10.254142,0.011306554,28,,VARIABLE,353.0156083,16.98152506,248.6929343,-2.6748775,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,0.9999993,,,,,,,,,,,,,,,,,,,,,,
73.07903515,137.1970893,0.778599504,1.63615E+18,Gaia DR3 6049158177365995904,6.04916E+18,717467929,2016,246.807185,0.17940108,-24.30480541,0.10898645,7.288784369,0.20494117,35.56525,28.298426,-7.271562943,0.24059543,-27.3482231,0.17870724,-0.48695898,-0.05145926,0.13026698,-0.24897918,0.0784998,-0.19454363,0.51493895,-0.36685973,0.04962986,-0.29575002,468,0,465,3,1.5642221,824.2903,1.0178437,11.398929,95,FALSE,,1.0801848,0.03030029,0.021746963,0.08249478,-0.03636745,-0.11703992,-0.10925579,54,16,0.35525367,56,9,0,0.049856327,90.864746,1,0,1.0513302,0.40588024,0.6831798,0.40881383,0.37250835,11.479913,17.172676,15.213766,27.180067,FALSE,464,1142.263825,2.2692983,503.3555,18.042952,26,68.22730295,12.115731,5.631299,20.753647,51,2075.578162,15.996037,129.75578,16.455048,1.8768041,0,1,0,4,1,4.2985992,2.7106953,1.587904,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,353.2705861,16.83861552,248.9442958,-2.544936327,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.02E-13,5.10E-13,1,3743.1023,3734.3628,3750.3403,4.0138,4.0124,4.0156,-0.205,-0.2198,-0.1903,126.6331,125.6901,127.5009,9.9977,9.9942,9.9995,5.7555,5.7511,5.7594,3.6346,3.632,3.6374,PHOENIX
985.3626714,135.9640549,0.794469057,1.63615E+18,Gaia DR3 6050675232830514048,6.05068E+18,1710878802,2016,246.924465,0.036741097,-24.07434612,0.019810155,7.35488509,0.041696098,176.39265,27.8726,-6.305022862,0.050024737,-27.15011171,0.032654792,-0.3865488,0.008414486,-0.14168958,0.11344745,0.0495363,0.15364523,0.2242964,-0.25334397,-0.05946596,-0.11359973,453,0,452,1,2.3017297,954.7265,0.21360785,11.400287,31,FALSE,1.1965494,,,,,,,,52,17,0.07026007,54,11,0,0.028070847,21.752192,0,0,1.0771962,0.41916198,0.6509094,0.41112143,0.3116508,14.217725,14.271453,15.8749485,28.195934,FALSE,458,18991.24476,12.047736,1576.333,14.990983,53,1685.452494,11.27222,149.52267,17.271751,52,28133.43464,36.595024,768.7776,13.624839,1.5701387,0,0,0,0,0,3.6469126,2.2807684,1.3661442,13.716594,5.0999513,2,32,1,10,12.613818,,,888.1654,,3600,3,-1,111,,,,12.944349,0.046000462,35,,VARIABLE,353.525434,16.90990051,249.0139747,-2.300579676,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,0.99999964,,,,,,,,,,,,,,,,,,,,,,
1247.591422,136.5053847,0.829797128,1.63615E+18,Gaia DR3 6049365370884635904,6.04937E+18,1690115226,2016,246.6011143,0.12962183,-24.02110727,0.08303166,7.325718336,0.13770366,53.199154,27.823917,-6.485974988,0.2034968,-27.05739233,0.15739352,-0.6479774,0.033188753,0.23805623,-0.3342111,-0.05093005,-0.2729532,0.7032259,-0.30033073,-0.09942429,-0.48947585,462,0,459,3,-0.51983494,640.2342,0.38352078,3.8761325,31,FALSE,1.1605496,,,,,,,,53,15,0.3179418,56,5,0,0.036900844,118.80694,0,0,0.9820685,0.5364046,0.79285467,0.52959144,0.54791826,11.024854,19.392862,15.308791,22.70344,FALSE,457,2016.272887,1.8677227,1079.5354,17.425993,48,101.9141721,6.1160064,16.663517,20.317955,47,3320.22573,9.59634,345.98874,15.944977,1.6972603,0,1,0,1,0,4.372978,2.891962,1.4810162,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,353.3637894,17.16708233,248.7137506,-2.294380535,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,0.99999964,3513.9875,3483.408,3525.3665,4.4673,4.4532,4.4792,0.4362,0.4252,0.4477,148.2595,145.4433,150.8472,5.4881,5.3931,5.5619,3.1673,3.1063,3.2126,2.2172,2.1862,2.2401,MARCS
849.8511009,135.7760265,0.853897264,1.63615E+18,Gaia DR3 6049144983226879232,6.04914E+18,1598134912,2016,246.7136744,0.68255854,-24.54511207,0.4520671,7.365070446,0.6658495,11.061164,26.70665,-9.040314072,1.0184485,-25.1300187,0.7942047,-0.41963392,0.252046,0.40914446,-0.18863524,-0.089360856,-0.1355136,0.64913654,0.1621363,-0.055714045,-0.21161887,440,0,436,4,2.2135823,558.78314,2.2572312,3.565496,95,FALSE,,1.1363692,0.11208827,0.004019913,0.21087451,0.04385406,-0.003267996,-0.021528084,51,15,1.4942547,54,6,0,0.040297527,13.58668,1,0,1.07563,0.4779213,0.7170553,0.46205547,0.4159113,9.795921,19.216272,15.449341,25.288803,FALSE,446,179.1800541,0.74796414,239.557,20.054142,21,31.65877925,5.573137,5.6806035,21.587307,45,318.1652104,9.288921,34.252117,18.491264,1.9523602,0,1,0,1,1,3.0960426,1.533165,1.5628777,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,353.0233351,16.74393077,248.8979192,-2.795635909,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.64E-07,4.21E-08,0.9999973,,,,,,,,,,,,,,,,,,,,,,
731.2143551,135.6952062,0.870611461,1.63615E+18,Gaia DR3 6049175121012992256,6.04918E+18,952123213,2016,246.777313,0.08181069,-24.11767795,0.045169603,7.369457092,0.0990245,74.42055,27.152,-3.491083498,0.11710975,-26.92663113,0.07539834,-0.40720555,-0.029388487,0.025202993,0.018351952,0.0903338,0.035401914,0.37657028,-0.38850188,0.034033034,-0.15307993,522,0,518,4,-1.5151472,795.9203,0.41675657,7.326139,31,FALSE,1.1564329,,,,,,,,60,16,0.1657466,62,10,0,0.02242611,18.098255,3,0,0.95243335,0.42692482,0.68967235,0.4152216,0.3831708,14.688684,15.889832,16.262405,26.50117,FALSE,530,3151.792255,3.3126187,951.4504,16.940973,54,147.8869111,7.226987,20.46315,19.913717,57,5232.140478,13.706392,381.72995,15.451197,1.706974,0,1,0,2,0,4.4625206,2.972744,1.4897766,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,353.398876,16.98246689,248.8879777,-2.364400882,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,1,3574.6782,3570.1833,3578.7979,4.2287,4.2162,4.2414,0.1786,0.1705,0.1862,144.002,142.2632,145.6493,6.1149,6.0959,6.1338,3.5791,3.567,3.5916,2.3719,2.3663,2.3773,MARCS
459.3294741,137.269699,0.902692138,1.63615E+18,Gaia DR3 6049147667582029568,6.04915E+18,36327174,2016,246.8607137,0.10044646,-24.43189264,0.06388671,7.284928921,0.10601282,68.71743,27.495007,-8.535816161,0.14185919,-26.13647354,0.106485195,-0.43914634,-0.11283066,0.2379856,-0.17048337,0.08283417,-0.13766447,0.49230754,-0.16371292,0.07236033,-0.2791932,442,0,442,0,1.0912671,664.7751,0.4617866,5.290187,31,FALSE,1.1694976,,,,,,,,50,16,0.20758514,52,8,0,0.053794585,13.698005,1,0,1.0363668,0.32502624,0.6438744,0.36344442,0.33332232,6.7369895,18.061525,13.453692,30.493126,FALSE,453,2295.259775,9.146909,250.93283,17.285288,46,216.9139859,14.371469,15.093376,19.497824,44,3742.794238,30.98582,120.79055,15.814905,1.7251678,0,0,0,0,0,3.6829185,2.2125359,1.4703827,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,353.2043775,16.71815642,249.0124318,-2.662816605,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.13E-13,0.99999774,2668.803,2662.949,2682.054,4.047,4.0287,4.0617,0.7994,0.7982,0.7999,153.055,150.4253,156.2283,1.0385,0.9866,1.1334,0.5632,0.5351,0.6151,0.5188,0.4945,0.5631,MARCS
1358.812772,136.5465076,0.907966794,1.63615E+18,Gaia DR3 6049095200261620352,6.0491E+18,1655135246,2016,246.8879397,0.13129658,-24.68768689,0.07807426,7.323512094,0.15093991,48.519386,27.2391,-8.722936626,0.22606887,-25.80462961,0.17296998,-0.38662478,0.048877522,-0.02562083,-0.053341653,-0.14918159,-0.14456162,0.4120337,0.15623644,-0.32171664,-0.5147997,352,9,351,1,5.586577,870.4709,0.7659093,15.980792,95,FALSE,,1.1663773,0.022808585,-0.010323359,0.12691087,-0.021645885,-0.07657865,0.007123998,41,15,0.34918982,43,7,0,0.01664689,79.511696,1,0,1.2190144,,,,,,,,,FALSE,350,2601.417493,4.6682568,557.2567,17.149342,38,121.3063751,10.008816,12.119953,20.128834,40,4573.921996,22.22986,205.75577,15.597174,1.8048731,0,0,0,0,0,4.53166,2.9794922,1.5521679,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,353.0207922,16.53080897,249.0769754,-2.911589329,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,1,,,,,,,,,,,,,,,,,,,,,,
