dist_arcsec,z_pc,dist_to_host,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
5775.284654,134.6477645,4.188108161,1.63615E+18,Gaia DR3 6051765398610275328,6.05177E+18,694463501,2016,246.3023993,2.933748,-22.78032528,1.0235654,7.426785016,3.085207,2.4072242,8.289018,-4.181112507,2.3917027,-7.15724161,1.9399952,-0.42444128,-0.8045163,-0.01459327,0.3957634,0.42501968,0.24533476,0.01528764,-0.10250682,-0.18851466,-0.23328261,161,0,161,0,3.8806758,236.9971,4.915037,3.3175628,95,FALSE,,1.3469418,0.34147623,-0.029255409,0.11937876,-0.08994487,0.40955055,-0.36975333,19,12,3.754525,19,3,1,0.114781916,15.406881,0,0,1.2260137,0.23856302,0.6010848,0.6397422,0.030550666,19.959513,10.862059,13.409597,22.77671,FALSE,148,87.37899861,1.1174803,78.19287,20.833849,13,44.71792683,8.205547,5.449719,21.212337,15,78.33321454,8.465625,9.253093,20.013031,1.4082462,0,0,0,0,0,1.1993065,0.37848854,0.82081795,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,354.1531188,18.19135342,248.2456069,-1.112968603,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.42E-06,1.52E-08,0.99998957,,,,,,,,,,,,,,,,,,,,,,
6275.659416,135.5363905,4.230301565,1.63615E+18,Gaia DR3 6048608906890968960,6.04861E+18,288432401,2016,245.3730846,0.01926251,-25.49543009,0.011392546,7.378092307,0.021424117,344.38257,26.439295,-6.11549861,0.025965195,-25.72230492,0.018793628,-0.34986004,-0.19842134,-0.0015868,0.007209678,0.0980583,0.044200644,0.3137465,-0.13228934,-0.059767857,-0.10430888,440,0,440,0,5.0678015,571.834,0.072553575,2.869948,31,FALSE,1.2679038,,,,,,,,50,17,0.03614949,53,10,0,0.020350207,31.691837,0,0,1.1758356,0.25086132,0.57634073,0.34695122,0.19941758,12.680393,14.276146,14.617906,37.686836,FALSE,443,41138.41694,30.94497,1329.4056,14.151748,50,7596.239504,25.711473,295.44162,15.637046,49,51830.33978,101.98404,508.22012,12.961435,1.444552,0,0,0,0,0,2.6756105,1.4852982,1.1903124,-28.087479,7.3213415,2,25,8,14,16.777414,,,919.07733,,3600,3.5,-0.75,111,,,,12.370467,0.030729054,18,,VARIABLE,351.4364878,17.01404238,247.8510927,-3.929965493,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.73E-13,8.65E-13,0.99296397,3527.252,3521.8594,3545.5984,4.0496,4.0426,4.0956,-0.5824,-0.5974,-0.4847,136.399,135.3901,138.481,1.3023,1.2932,1.3197,0.8516,0.8453,0.8634,0.5284,0.525,0.5355,MARCS
6091.333443,137.7199798,4.251337572,1.63615E+18,Gaia DR3 6045835663687159680,6.04584E+18,1351725827,2016,246.7972306,0.948845,-26.01233395,0.5290122,7.261110561,0.9616639,7.55057,5.706503,-5.67690767,1.206215,0.580424248,0.72936356,0.24450873,-0.42657736,0.35376123,-0.06584795,-0.32046515,0.050589785,0.121560894,-0.21881431,0.014056744,0.04633961,175,0,172,3,3.3055608,243.47899,2.812055,3.6769745,95,FALSE,,1.5532877,0.17812862,-0.2609046,-0.12703545,0.24074443,-0.2645486,0.12771976,20,12,1.7249432,24,6,1,0.12659658,115.26981,0,33,1.1846703,0.3018232,0.43644252,0.31345484,0.49053377,-135.57253,-1.8662419,-23.536074,-37.045254,FALSE,181,179.0095527,1.8665794,95.90246,20.055176,0,,,,,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,351.9310176,15.71508172,249.2038869,-4.232712297,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
3919.087434,139.7816711,4.264356641,1.63615E+18,Gaia DR3 6049215936086478592,6.04922E+18,1373343430,2016,245.7293077,0.069284745,-24.81998122,0.040143218,7.154013769,0.08004981,89.36953,43.79942,36.76480796,0.09822294,-23.80625975,0.07059427,-0.34034926,0.079158574,0.12168531,-0.17108665,-0.15260126,-0.08730907,0.46951282,-0.19532011,-0.22434095,-0.16881777,415,0,415,0,-0.8397531,428.05762,0,0,31,FALSE,1.223211,,,,,,,,48,16,0.13863544,51,11,0,0.02602538,26.848753,0,0,0.97001344,0.30974492,0.61688185,0.24258575,0.21230853,-1.0240008,12.215625,7.274286,32.19876,FALSE,428,3076.329393,2.4274788,1267.2941,16.967285,45,359.8883761,8.310406,43.30575,18.948122,46,4299.952174,10.014196,429.38565,15.664236,1.5147405,0,2,0,3,0,3.283886,1.9808369,1.3030491,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,352.1866639,17.22899384,248.0580918,-3.210583982,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.02E-13,6.74E-13,0.9999958,3818.1746,3809.333,3833.4016,4.7795,4.7692,4.7867,-0.4114,-0.4246,-0.3903,140.1407,138.5163,143.0294,4.0076,3.9872,4.0321,2.5907,2.5766,2.6069,1.4758,1.4686,1.4852,PHOENIX
6006.660675,137.9392809,4.273782204,1.63615E+18,Gaia DR3 6047311139575430272,6.04731E+18,1789124702,2016,248.4179181,0.04067439,-25.0977848,0.024982985,7.249566574,0.04650256,155.89607,21.30593,-5.895231788,0.06531225,-20.47410296,0.053710263,-0.115228154,-0.075485826,-0.20757785,0.039605938,-0.19516908,-0.03771115,0.015386581,0.115869276,-0.25854728,-0.4652265,300,0,296,4,4.2628546,418.73132,0.17092223,3.7199094,31,FALSE,1.2765287,,,,,,,,34,14,0.10155827,35,11,0,0.006605925,69.864525,1,0,1.1805961,0.10756708,0.47092694,0.16837034,0.32773542,-97.984604,8.024949,-17.60139,-37.300438,FALSE,306,10378.32748,6.074467,1708.5165,15.647048,30,2032.646845,8.028705,253.17245,17.068388,32,12868.04001,28.952362,444.45563,14.474114,1.4357504,0,1,0,1,0,2.5942736,1.42134,1.1729336,-40.11828,7.215089,2,13,6,10,3.833823,,,717.24976,,3600,4.5,0.25,101,,,,13.805888,0.107420415,8,,NOT_AVAILABLE,353.6429214,15.21317119,250.512884,-3.106770365,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.02E-11,2.43E-09,1.00E-06,3504.1838,3491.9456,3508.151,4.7669,4.749,4.7761,-0.1388,-0.224,-0.1062,137.258,136.3494,138.169,0.8797,0.8688,0.8887,0.576,0.5688,0.5821,0.3604,0.3559,0.364,MARCS
3769.216074,139.8832123,4.285551441,1.63615E+18,Gaia DR3 6048942746100954368,6.04894E+18,810221815,2016,246.5767396,0.07438831,-25.34878305,0.039766647,7.148820671,0.088067405,81.17442,28.768234,-7.099224859,0.11083378,-27.8785285,0.07656112,-0.4167599,-0.020491567,-0.12317035,0.033496972,-0.07509215,0.042530853,0.25786012,0.016826509,-0.31986895,-0.2866968,383,0,382,1,2.2172618,1276.6997,0.4849085,29.423002,95,FALSE,,1.2155222,0.01318593,-0.009499152,0.07148366,-0.11324856,-0.15436612,0.013691481,45,15,0.15860204,51,12,0,0.29182398,179.73985,6,16,1.0810252,0.34557813,0.67021877,0.34966716,0.23557886,6.300902,16.458803,10.633741,26.859144,FALSE,398,9807.575379,176.05937,55.70607,15.708463,15,3271.783114,392.03894,8.345556,16.55158,14,31895.22284,2200.7678,14.49277,13.488582,3.5856984,0,15,0,14,0,3.0629988,0.8431177,2.219881,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,352.3096499,16.3044284,248.9022554,-3.608829159,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.02E-13,3.53E-10,0.9999577,,,,,,,,,,,,,,,,,,,,,,
2483.062778,140.3760454,4.292490368,1.63615E+18,Gaia DR3 6050889946837680640,6.05089E+18,483207871,2016,246.5090576,0.07483634,-23.68111943,0.04125579,7.123722551,0.08418017,84.62472,26.586376,-6.718726434,0.10993499,-25.72341606,0.0715035,-0.31807467,0.08201063,-0.057665672,0.07177956,0.100431174,0.149548,0.3578015,-0.19731638,0.05985746,-0.013373018,438,0,438,0,-5.186108,2185.7363,0.55875486,55.939644,95,FALSE,,1.1375482,0.013130132,0.14662217,0.053680528,-0.09150648,-0.08290365,-0.12484978,50,16,0.15268606,53,9,0,0.006887571,17.998209,1,0,0.828135,0.48661423,0.67332804,0.47712937,0.36356136,18.608887,14.75585,18.655298,26.603043,FALSE,427,11334.34071,10.322676,1098.0042,15.551376,49,896.3530538,8.115167,110.454056,17.957344,45,17554.71866,36.290615,483.72614,14.13691,1.6278911,0,1,0,0,0,3.8204336,2.4059677,1.4144659,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,353.5731196,17.45473004,248.5766785,-1.972017666,FALSE,FALSE,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,0.9999998,3479.1174,3477.6472,3480.772,3.9629,3.9623,3.9634,-0.3446,-0.3513,-0.3368,125.125,124.6978,125.5918,4.3171,4.3095,4.3252,2.605,2.6001,2.61,1.6973,1.6949,1.6999,MARCS
2267.600537,140.4373353,4.295864541,1.63615E+18,Gaia DR3 6049132308778881280,6.04913E+18,1639110354,2016,246.1654101,0.14231148,-24.58600003,0.069815144,7.120613605,0.15941444,44.667305,25.92614,-6.230600868,0.19611892,-25.1663326,0.11455403,-0.4915205,-0.039802507,-0.35789582,0.24476515,0.100733936,0.2841641,0.10861215,-0.35348976,-0.08993007,-0.16092008,426,0,425,1,-1.8956519,780.8885,0.6559006,11.117543,95,FALSE,,1.0767142,0.021379642,0.15363717,6.23E-04,0.00957646,-0.17938323,-0.16325764,49,15,0.2828528,53,11,1,0.040487092,165.9717,0,0,0.9344579,0.42578128,0.7175774,0.45242727,0.41655818,18.394207,17.067827,16.70217,25.694529,FALSE,438,2014.868275,4.1308403,487.76233,17.42675,43,77.89928,7.662831,10.165862,20.609709,49,3530.180059,19.135063,184.4875,15.878404,1.7907271,0,1,0,3,0,4.731305,3.1829586,1.5483465,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,352.645754,17.09007644,248.411545,-2.915383183,FALSE,FALSE,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,1,3679.542,3674.0012,3698.8306,4.0088,3.992,4.0444,0.1833,0.166,0.3316,144.6659,139.9359,149.0649,8.2418,8.137,8.2903,4.7519,4.6826,4.7831,3.1001,3.0813,3.112,MARCS
6475.699687,136.7708144,4.302569671,1.63615E+18,Gaia DR3 6048878527754184704,6.04888E+18,615767610,2016,244.8985147,0.01573712,-24.83829136,0.008911514,7.311501391,0.01903032,384.20276,15.248671,-14.66445409,0.02000953,-4.18040128,0.013901648,-0.43995833,-0.19768682,-0.16859412,0.12201685,0.033347867,0.12606576,0.14414096,-0.37066308,-0.12429394,-0.20966777,381,381,376,5,0.14088534,681.9639,0.08036485,8.835922,31,TRUE,1.4648418,,,,,,,,43,17,0.02878546,46,10,4,0.044588793,18.555223,0,0,1.0042766,,,,,,,,,FALSE,389,3824391.867,626.85016,6100.967,9.230961,42,1673081.825,857.35406,1951.448,9.779749,42,3131877.83,1122.0535,2791.202,8.508384,1.2563983,0,10,0,13,0,1.2713652,0.5487881,0.7225771,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,351.6406032,17.7745531,247.3164373,-3.354105251,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.02E-13,5.11E-13,0.9999813,6835.424,6796.3594,6876.705,3.7913,3.7619,3.8386,-0.7631,-0.8782,-0.6033,135.6284,129.6566,139.2219,1.7706,1.75,1.7906,1.4732,1.4545,1.4916,0.8064,0.7951,0.8168,A
1845.172374,132.2856052,4.305504257,1.63615E+18,Gaia DR3 6050687533616858112,6.05069E+18,1146343580,2016,247.0331768,0.07658789,-23.85710758,0.04091743,7.55940148,0.08371381,90.30054,27.865376,-13.09094481,0.10035255,-24.59890843,0.06700755,-0.37557876,-0.07495832,-0.25107238,0.21318473,0.1183543,0.24047366,0.14608575,-0.17163081,-0.12802333,-0.091040224,454,0,453,1,-2.2631645,550.3094,0.16787162,1.0043187,31,FALSE,1.175363,,,,,,,,52,16,0.14189292,54,10,0,0.047162566,7.0288835,2,0,0.9246289,0.3920487,0.6550048,0.44972023,0.34915107,18.619915,15.091329,18.117563,28.180496,FALSE,450,3078.906761,2.9169433,1055.525,16.966375,49,187.6644542,9.532357,19.687098,19.655087,50,4868.553339,11.991239,406.00922,15.529396,1.642212,0,0,0,2,0,4.1256905,2.6887112,1.4369793,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,353.764861,16.97775728,249.078332,-2.07052513,FALSE,FALSE,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,0.9999993,,,,,,,,,,,,,,,,,,,,,,
5972.090661,134.6248802,4.314777902,1.63615E+18,Gaia DR3 6048609314912116864,6.04861E+18,419329205,2016,245.5039354,0.90646046,-25.49741493,0.5428334,7.428047464,0.98747504,7.5222635,2.782343,-2.775396353,1.2291929,0.196487624,0.82456154,-0.13868874,-0.112525165,0.057232406,0.041831598,-0.05618584,0.059559654,0.34358168,-0.06833598,-0.012756703,0.14268443,288,0,268,20,31.23763,1896.0149,6.1988945,79.53223,95,FALSE,,1.6288317,0.16793542,0.13272175,0.22207798,-0.1925797,-0.2186014,0.028923595,32,15,1.7154825,41,33,9,0.3976894,125.34496,62,12,2.6373925,0.11790329,0.5665868,0.20359837,0.2664675,-10.410443,11.389864,7.6180134,36.258644,FALSE,269,315.6149125,5.4693885,57.705704,19.439472,30,192.3425882,8.715095,22.070051,19.628353,31,441.3293325,13.314748,33.1459,18.135988,2.0077376,0,30,0,31,0,1.4923649,0.18888092,1.303484,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,351.5181464,16.92542388,247.96817,-3.912348722,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.62E-11,2.61E-07,0.9999868,,,,,,,,,,,,,,,,,,,,,,
6118.062562,134.8389628,4.3222608,1.63615E+18,Gaia DR3 6045834942126067840,6.04583E+18,370271091,2016,246.8137689,0.892012,-26.01965747,0.59289306,7.416254021,0.99877816,7.4253263,3.9518614,-3.785320585,1.2160184,-1.135146087,0.9082731,-0.16390407,0.09265739,-0.08346965,-0.2957483,-0.093622684,-0.19714954,0.050241668,-0.3169897,0.050409164,0.07312139,246,0,234,12,42.32921,3031.5354,5.8480997,51.124985,95,FALSE,,1.8570518,0.1888483,-0.003417273,0.051438328,-0.016454866,-0.06104478,0.022713114,30,15,1.7102128,32,10,0,0.16200335,18.569954,23,0,3.5349143,0.09510507,0.42061454,0.13838722,0.44786716,-58.729507,12.777855,-29.143974,-39.80402,FALSE,255,272.9043525,3.4874609,78.25302,19.597342,14,273.2442876,26.365116,10.363856,19.247164,13,529.7532988,60.38865,8.772399,17.937712,2.942414,0,12,0,12,0,1.309452,-0.35017776,1.6596298,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,351.9355881,15.69910774,249.2197586,-4.237610071,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.49E-10,2.37E-05,0.99997526,,,,,,,,,,,,,,,,,,,,,,
1428.276999,132.1900415,4.330960358,1.63615E+18,Gaia DR3 6049102965562403328,6.0491E+18,122276193,2016,247.1959575,0.1167635,-24.4706181,0.06999126,7.564866376,0.13219097,57.226803,28.47558,-9.299621479,0.1566499,-26.91422929,0.11590885,-0.16095272,-0.067314506,0.037912656,0.022773186,-0.038918383,0.080797896,0.2579388,-0.17324544,0.1287236,0.05454888,276,0,275,1,2.4045484,392.54523,0.4187176,2.7844284,31,FALSE,1.1976993,,,,,,,,32,17,0.21771167,35,9,0,0.40390718,7.2239323,1,2,1.1039636,0.10442252,0.48377973,0.12414354,0.2949831,-17.527784,9.050538,-0.54262114,-42.372715,FALSE,282,1768.65808,37.95673,46.59669,17.568256,29,213.4441877,21.65153,9.858157,19.515331,29,2767.637889,221.21637,12.511,16.142622,1.685505,0,0,0,0,0,3.3727093,1.9470749,1.4256344,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,353.3835283,16.46290289,249.3202504,-2.653644062,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,0.9999947,,,,,,,,,,,,,,,,,,,,,,
5094.655084,139.1000265,4.331125495,1.63615E+18,Gaia DR3 6049210335449828480,6.04921E+18,1651820087,2016,245.3272381,0.8830988,-24.79561506,0.51107377,7.189071238,0.91353214,7.869533,44.27689,-6.811299312,1.2377832,-43.74984633,0.85734576,-0.25091034,-0.1521891,-0.12758818,0.3271388,0.06823662,0.3111715,0.07282128,-0.08293921,0.006145484,-0.028137768,332,0,331,1,3.100226,462.4054,3.3070745,3.5265365,95,FALSE,,1.0286887,0.17823984,-0.038812272,0.09391544,-0.040155713,-0.06358419,-0.097584166,39,17,1.7261226,39,9,0,0.014888627,0.6371963,0,0,1.1229668,0.18938173,0.59518874,0.32023892,0.2748014,16.937761,16.77921,14.887942,36.205395,FALSE,326,103.6068683,0.7278676,142.34302,20.648895,16,50.31033378,10.299046,4.884951,21.084398,30,162.067266,8.687557,18.655102,19.223658,2.049841,0,0,0,0,1,1.8607407,0.435503,1.4252377,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,351.9490112,17.51596222,247.6935299,-3.24678548,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.55E-12,3.12E-07,0.9999936,,,,,,,,,,,,,,,,,,,,,,
4941.320221,139.2235238,4.331191739,1.63615E+18,Gaia DR3 6045991725614509312,6.04599E+18,1005171662,2016,247.885926,0.018789653,-25.26859374,0.011838013,7.182694223,0.020845678,344.56516,188.21538,-83.82845836,0.024399567,-168.5165149,0.017789593,-0.12531158,-0.20324846,-0.20074168,0.019363608,-0.14920919,0.05221692,-0.18402362,-0.11816001,0.043957263,-0.10370036,274,274,274,0,7.98334,713.88806,0.11716694,15.078155,31,TRUE,1.4585589,,,,,,,,32,16,0.034264658,34,12,0,0.020642523,18.875555,33,0,1.3618598,,,,,,,,,FALSE,285,172291.8775,49.86319,3455.292,12.5967045,31,74921.86201,44.207058,1694.7941,13.15202,29,142133.436,54.153458,2624.6418,11.866155,1.2598115,0,0,0,0,0,1.2858658,0.555316,0.7305498,-162.01192,0.7524228,1,13,1,11,24.84859,-0.4491602,0.6830629,888.0195,6.9388123,4500,3,-0.75,111,21.426601,17.277771,10,11.534541,0.015444864,12,,VARIABLE,353.1833175,15.46713112,250.0613871,-3.347070463,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.06E-13,5.29E-13,0.99961686,4800.114,4741.4604,4860.872,4.6263,4.6049,4.6378,-0.5925,-0.7004,-0.5076,138.257,137.2993,139.6276,0.3725,0.318,0.4326,0.2918,0.2487,0.3396,0.1564,0.1334,0.182,MARCS
5529.911274,138.723499,4.34829268,1.63615E+18,Gaia DR3 6050181483391170176,6.05018E+18,1806910638,2016,245.2105698,0.077145316,-23.79852246,0.048335653,7.208584031,0.08730156,82.571075,25.775084,-10.1984369,0.11449119,-23.67164649,0.08369397,-0.31797707,-0.05607171,0.03682866,-0.16062234,0.12564701,-0.120395005,0.38457662,-0.1831164,0.010186637,-0.17048474,310,0,309,1,1.1016752,423.85468,0.29501763,3.3044205,31,FALSE,1.194568,,,,,,,,35,17,0.1614964,39,7,0,0.011276672,1.6537676,0,0,1.0438974,0.19883154,0.5484585,0.23880605,0.24869332,18.221634,13.617928,17.990088,42.36333,FALSE,326,3509.737601,3.6870568,951.90765,16.82418,37,300.4960153,10.415701,28.850292,19.143946,37,5323.695571,14.310527,372.01254,15.432363,1.6024536,0,2,0,1,0,3.7115831,2.319765,1.391818,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,352.6504383,18.26425203,247.4222392,-2.281345464,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.57E-11,0.99999964,,,,,,,,,,,,,,,,,,,,,,
6156.640424,137.905473,4.355027829,1.63615E+18,Gaia DR3 6050187393266194816,6.05019E+18,1134870935,2016,245.081221,0.1719531,-23.62823355,0.111034594,7.251343824,0.19560243,37.071846,27.296925,-5.977951931,0.22919396,-26.63430552,0.18335512,-0.47964007,-0.2037487,0.20185141,-0.23996072,0.10658018,-0.18736805,0.4777114,-0.3719305,0.14489593,-0.34357625,384,0,384,0,36.054085,4114.887,1.3949572,119.84585,31,FALSE,1.1785799,,,,,,,,44,17,0.349752,47,7,0,0.07379067,72.70323,0,0,2.5621984,0.23279765,0.59660006,0.28220516,0.30122754,2.1777787,18.554333,12.360412,36.339558,FALSE,397,5454.39336,14.40556,378.63113,16.3455,40,433.4285255,11.298505,38.361584,18.746248,41,9569.411894,23.724125,403.36206,14.795682,1.8339052,0,2,0,0,0,3.9505663,2.4007473,1.549819,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,352.6998664,18.46629865,247.2768813,-2.133271543,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.02E-13,5.10E-13,0.9999998,,,,,,,,,,,,,,,,,,,,,,
6576.27967,135.9614773,4.366082497,1.63615E+18,Gaia DR3 6050277999896626944,6.05028E+18,628286906,2016,245.3830175,0.06955399,-23.02798397,0.04662077,7.355024525,0.082684316,88.95308,26.509123,-8.269245961,0.113104604,-25.18636775,0.08841836,-0.4365763,0.22027828,0.005321635,-0.10474516,-0.33407283,-0.10334718,0.4296411,0.20070042,-0.3907623,-0.44572785,360,0,360,0,7.4741373,789.1962,0.404526,11.214877,31,FALSE,1.1949646,,,,,,,,41,16,0.17301553,46,10,0,0.010604945,36.470486,0,0,1.2922074,0.22445922,0.5990852,0.17108375,0.31665957,-1.2396005,19.248192,9.449225,37.670464,FALSE,383,4795.219947,130.13399,36.848328,16.485346,43,569.3169927,50.241005,11.331719,18.450157,43,7515.437908,567.76416,13.236901,15.05801,1.686003,0,1,0,2,0,3.392147,1.9648113,1.4273357,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,353.3661609,18.66160834,247.4501344,-1.495219279,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.02E-13,5.10E-13,0.99999964,5894.672,5868.1187,5924.8574,4.5975,4.588,4.6119,-3.6252,-3.9942,-3.0539,137.9454,136.7616,139.2823,7.7204,7.6917,7.7498,5.2295,5.2087,5.2504,3.027,3.0154,3.0397,MARCS
4123.100174,132.9682285,4.377507574,1.63615E+18,Gaia DR3 6049448379716639488,6.04945E+18,705373780,2016,245.7716809,0.28307706,-23.65592062,0.14865349,7.520593536,0.29300183,25.667397,151.84813,-66.73307,0.39873412,-136.398499,0.26416874,-0.33691826,-0.004995621,-0.32499832,0.34478325,-0.005111184,0.31410885,0.012976104,-0.24072494,-0.051456098,-0.15433665,354,0,352,2,0.56197643,428.80237,0.8149193,2.1585655,95,FALSE,,1.1561133,0.053891994,-0.039252497,0.13645646,0.015670413,-0.082801424,-0.17382036,41,17,0.57195485,43,9,0,0.015217545,8.016277,0,0,1.020469,0.26915228,0.6283615,0.29299766,0.29627413,12.503663,15.700267,13.73205,31.740528,FALSE,369,446.1286327,1.0641003,419.2543,19.063717,28,64.03429644,8.874816,7.2152815,20.82251,38,694.2753292,12.3272915,56.320183,17.644066,1.6997555,0,0,0,1,0,3.178444,1.7587929,1.419651,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,353.1231104,17.9772032,247.9056669,-2.055877794,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.02E-13,5.10E-13,0.99999875,,,,,,,,,,,,,,,,,,,,,,
